日付,球場,自TM,打者,席,結果,相手TM,投手,腕
9/26,京セラD大阪,F,横尾俊建,右,中飛,Bs,山本由伸,右
9/26,京セラD大阪,F,大田泰示,右,左安,Bs,山本由伸,右
9/26,京セラD大阪,F,清水優心,右,空三振,Bs,山本由伸,右
9/26,京セラD大阪,F,石井一成,左,右安,Bs,山本由伸,右
9/26,京セラD大阪,F,西川遥輝,左,右安,Bs,山本由伸,右
9/26,京セラD大阪,F,松本剛,右,捕犠打,Bs,山本由伸,右
9/26,京セラD大阪,F,大谷翔平,左,中犠飛,Bs,山本由伸,右
9/26,京セラD大阪,F,中田翔,右,四球,Bs,山本由伸,右
9/26,京セラD大阪,F,レアード,右,左飛,Bs,山本由伸,右
9/26,京セラD大阪,F,横尾俊建,右,中２,Bs,山本由伸,右
9/26,京セラD大阪,F,大田泰示,右,一ゴロ,Bs,山本由伸,右
9/26,京セラD大阪,F,清水優心,右,遊ゴロ,Bs,山本由伸,右
9/26,京セラD大阪,F,石井一成,左,左安,Bs,山本由伸,右
9/26,京セラD大阪,F,西川遥輝,左,一ゴロ,Bs,山本由伸,右
9/26,京セラD大阪,F,松本剛,右,遊ゴロ,Bs,山本由伸,右
9/26,京セラD大阪,F,大谷翔平,左,中安,Bs,山本由伸,右
9/26,京セラD大阪,F,中田翔,右,中飛,Bs,山本由伸,右
9/26,京セラD大阪,F,レアード,右,左安,Bs,山本由伸,右
9/26,京セラD大阪,F,横尾俊建,右,三ゴロ,Bs,山本由伸,右
9/26,京セラD大阪,F,大田泰示,右,右飛,Bs,小林慶祐,右
9/26,京セラD大阪,F,清水優心,右,空三振,Bs,小林慶祐,右
9/26,京セラD大阪,F,石井一成,左,中安,Bs,小林慶祐,右
9/26,京セラD大阪,F,西川遥輝,左,投安,Bs,小林慶祐,右
9/26,京セラD大阪,F,松本剛,右,中飛,Bs,小林慶祐,右
9/26,京セラD大阪,F,大谷翔平,左,投ゴロ,Bs,ヘルメン,右
9/26,京セラD大阪,F,中田翔,右,空三振,Bs,ヘルメン,右
9/26,京セラD大阪,F,レアード,右,四球,Bs,ヘルメン,右
9/26,京セラD大阪,F,横尾俊建,右,右安,Bs,ヘルメン,右
9/26,京セラD大阪,F,大田泰示,右,遊安,Bs,ヘルメン,右
9/26,京セラD大阪,F,清水優心,右,三ゴロ,Bs,ヘルメン,右
9/26,京セラD大阪,F,石井一成,左,空三振,Bs,近藤大亮,右
9/26,京セラD大阪,F,西川遥輝,左,左飛,Bs,近藤大亮,右
9/26,京セラD大阪,F,松本剛,右,中飛,Bs,近藤大亮,右
9/26,京セラD大阪,F,大谷翔平,左,中安,Bs,金田和之,右
9/26,京セラD大阪,F,中田翔,右,遊安,Bs,金田和之,右
9/26,京セラD大阪,F,レアード,右,左安,Bs,金田和之,右
9/26,京セラD大阪,F,横尾俊建,右,中飛,Bs,金田和之,右
9/26,京セラD大阪,F,大田泰示,右,遊野選,Bs,金田和之,右
9/26,京セラD大阪,F,田中賢介,左,空三振,Bs,金田和之,右
9/26,京セラD大阪,F,石井一成,左,左安,Bs,金田和之,右
9/26,京セラD大阪,F,西川遥輝,左,左安,Bs,金田和之,右
9/27,京セラD大阪,F,西川遥輝,左,左安,Bs,金子千尋,右
9/27,京セラD大阪,F,松本剛,右,空三振,Bs,金子千尋,右
9/27,京セラD大阪,F,大谷翔平,左,遊ゴロ,Bs,金子千尋,右
9/27,京セラD大阪,F,中田翔,右,見三振,Bs,金子千尋,右
9/27,京セラD大阪,F,レアード,右,遊ゴロ,Bs,金子千尋,右
9/27,京セラD大阪,F,横尾俊建,右,見三振,Bs,金子千尋,右
9/27,京セラD大阪,F,大田泰示,右,三ゴロ,Bs,金子千尋,右
9/27,京セラD大阪,F,大野奨太,右,一直,Bs,金子千尋,右
9/27,京セラD大阪,F,石井一成,左,右安,Bs,金子千尋,右
9/27,京セラD大阪,F,西川遥輝,左,遊飛,Bs,金子千尋,右
9/27,京セラD大阪,F,松本剛,右,右飛,Bs,金子千尋,右
9/27,京セラD大阪,F,髙濱祐仁,右,空三振,Bs,金子千尋,右
9/27,京セラD大阪,F,中田翔,右,見三振,Bs,金子千尋,右
9/27,京セラD大阪,F,レアード,右,右安,Bs,金子千尋,右
9/27,京セラD大阪,F,横尾俊建,右,遊ゴロ,Bs,金子千尋,右
9/27,京セラD大阪,F,大田泰示,右,空三振,Bs,金子千尋,右
9/27,京セラD大阪,F,大野奨太,右,左２,Bs,金子千尋,右
9/27,京セラD大阪,F,石井一成,左,空三振,Bs,金子千尋,右
9/27,京セラD大阪,F,西川遥輝,左,中安,Bs,金子千尋,右
9/27,京セラD大阪,F,松本剛,右,右２,Bs,金子千尋,右
9/27,京セラD大阪,F,髙濱祐仁,右,空三振,Bs,金子千尋,右
9/27,京セラD大阪,F,中田翔,右,左飛,Bs,金子千尋,右
9/27,京セラD大阪,F,レアード,右,一ゴロ,Bs,金子千尋,右
9/27,京セラD大阪,F,横尾俊建,右,右２,Bs,金子千尋,右
9/27,京セラD大阪,F,大田泰示,右,見三振,Bs,金子千尋,右
9/27,京セラD大阪,F,田中賢介,左,遊ゴロ,Bs,金子千尋,右
9/27,京セラD大阪,F,石井一成,左,空三振,Bs,金子千尋,右
9/27,京セラD大阪,F,西川遥輝,左,左飛,Bs,近藤大亮,右
9/27,京セラD大阪,F,松本剛,右,左飛,Bs,近藤大亮,右
9/27,京セラD大阪,F,髙濱祐仁,右,空三振,Bs,近藤大亮,右
9/27,京セラD大阪,F,中田翔,右,一飛,Bs,平野佳寿,右
9/27,京セラD大阪,F,レアード,右,空三振,Bs,平野佳寿,右
9/27,京セラD大阪,F,横尾俊建,右,右本(1),Bs,平野佳寿,右
9/27,京セラD大阪,F,大田泰示,右,右安,Bs,平野佳寿,右
9/27,京セラD大阪,F,黒羽根利規,右,投安,Bs,ヘルメン,右
9/27,京セラD大阪,F,石井一成,左,空三振,Bs,ヘルメン,右
9/27,京セラD大阪,F,渡邉諒,右,一犠打,Bs,ヘルメン,右
9/27,京セラD大阪,F,松本剛,右,敬遠,Bs,ヘルメン,右
9/27,京セラD大阪,F,髙濱祐仁,右,四球,Bs,ヘルメン,右
9/27,京セラD大阪,F,中田翔,右,二飛,Bs,ヘルメン,右
9/27,京セラD大阪,F,レアード,右,右飛,Bs,比嘉幹貴,右
9/27,京セラD大阪,F,横尾俊建,右,空三振,Bs,比嘉幹貴,右
9/27,京セラD大阪,F,大田泰示,右,中本(1),Bs,比嘉幹貴,右
9/27,京セラD大阪,F,黒羽根利規,右,中安,Bs,比嘉幹貴,右
9/27,京セラD大阪,F,石井一成,左,投安,Bs,比嘉幹貴,右
9/27,京セラD大阪,F,渡邉諒,右,空三振,Bs,比嘉幹貴,右
9/28,札幌ドーム,F,西川遥輝,左,中飛,E,岸孝之,右
9/28,札幌ドーム,F,松本剛,右,左本(1),E,岸孝之,右
9/28,札幌ドーム,F,近藤健介,左,左安,E,岸孝之,右
9/28,札幌ドーム,F,中田翔,右,四球,E,岸孝之,右
9/28,札幌ドーム,F,レアード,右,空三振,E,岸孝之,右
9/28,札幌ドーム,F,横尾俊建,右,見三振,E,岸孝之,右
9/28,札幌ドーム,F,大田泰示,右,中本(1),E,岸孝之,右
9/28,札幌ドーム,F,清水優心,右,投ゴロ,E,岸孝之,右
9/28,札幌ドーム,F,石井一成,左,空三振,E,岸孝之,右
9/28,札幌ドーム,F,西川遥輝,左,三安,E,岸孝之,右
9/28,札幌ドーム,F,松本剛,右,遊ゴロ,E,岸孝之,右
9/28,札幌ドーム,F,近藤健介,左,一ゴロ,E,岸孝之,右
9/28,札幌ドーム,F,中田翔,右,見三振,E,岸孝之,右
9/28,札幌ドーム,F,レアード,右,左安,E,岸孝之,右
9/28,札幌ドーム,F,横尾俊建,右,三邪飛,E,岸孝之,右
9/28,札幌ドーム,F,大田泰示,右,見三振,E,岸孝之,右
9/28,札幌ドーム,F,清水優心,右,空三振,E,岸孝之,右
9/28,札幌ドーム,F,石井一成,左,二ゴロ,E,岸孝之,右
9/28,札幌ドーム,F,西川遥輝,左,右安,E,岸孝之,右
9/28,札幌ドーム,F,松本剛,右,投犠打,E,岸孝之,右
9/28,札幌ドーム,F,近藤健介,左,見三振,E,岸孝之,右
9/28,札幌ドーム,F,中田翔,右,左飛,E,岸孝之,右
9/28,札幌ドーム,F,レアード,右,空三振,E,岸孝之,右
9/28,札幌ドーム,F,横尾俊建,右,左飛,E,岸孝之,右
9/28,札幌ドーム,F,大田泰示,右,左２,E,岸孝之,右
9/28,札幌ドーム,F,清水優心,右,中飛,E,岸孝之,右
9/28,札幌ドーム,F,石井一成,左,空三振,E,高梨雄平,左
9/28,札幌ドーム,F,西川遥輝,左,空三振,E,高梨雄平,左
9/28,札幌ドーム,F,松本剛,右,三ゴロ,E,高梨雄平,左
9/28,札幌ドーム,F,近藤健介,左,右２,E,福山博之,右
9/28,札幌ドーム,F,中田翔,右,遊飛,E,福山博之,右
9/28,札幌ドーム,F,レアード,右,二ゴロ,E,福山博之,右
9/28,札幌ドーム,F,横尾俊建,右,中安,E,福山博之,右
9/28,札幌ドーム,F,大田泰示,右,三ゴロ,E,福山博之,右
9/28,札幌ドーム,F,清水優心,右,中２,E,松井裕樹,左
9/28,札幌ドーム,F,石井一成,左,投犠打,E,松井裕樹,左
9/28,札幌ドーム,F,西川遥輝,左,二安,E,松井裕樹,左
9/29,札幌ドーム,F,西川遥輝,左,空三振,E,藤平尚真,右
9/29,札幌ドーム,F,松本剛,右,右安,E,藤平尚真,右
9/29,札幌ドーム,F,大谷翔平,左,死球,E,藤平尚真,右
9/29,札幌ドーム,F,中田翔,右,四球,E,藤平尚真,右
9/29,札幌ドーム,F,レアード,右,三直,E,藤平尚真,右
9/29,札幌ドーム,F,横尾俊建,右,空三振,E,藤平尚真,右
9/29,札幌ドーム,F,大田泰示,右,四球,E,藤平尚真,右
9/29,札幌ドーム,F,清水優心,右,見三振,E,藤平尚真,右
9/29,札幌ドーム,F,石井一成,左,左飛,E,藤平尚真,右
9/29,札幌ドーム,F,西川遥輝,左,四球,E,藤平尚真,右
9/29,札幌ドーム,F,松本剛,右,左飛,E,藤平尚真,右
9/29,札幌ドーム,F,大谷翔平,左,左安,E,藤平尚真,右
9/29,札幌ドーム,F,中田翔,右,四球,E,藤平尚真,右
9/29,札幌ドーム,F,レアード,右,一邪飛,E,藤平尚真,右
9/29,札幌ドーム,F,横尾俊建,右,空三振,E,藤平尚真,右
9/29,札幌ドーム,F,大田泰示,右,中安,E,青山浩二,右
9/29,札幌ドーム,F,清水優心,右,バ三振,E,青山浩二,右
9/29,札幌ドーム,F,石井一成,左,左飛,E,青山浩二,右
9/29,札幌ドーム,F,西川遥輝,左,四球,E,青山浩二,右
9/29,札幌ドーム,F,松本剛,右,左飛,E,青山浩二,右
9/29,札幌ドーム,F,大谷翔平,左,右２,E,青山浩二,右
9/29,札幌ドーム,F,中田翔,右,空三振,E,青山浩二,右
9/29,札幌ドーム,F,レアード,右,左安,E,青山浩二,右
9/29,札幌ドーム,F,横尾俊建,右,空三振,E,青山浩二,右
9/29,札幌ドーム,F,大田泰示,右,四球,E,青山浩二,右
9/29,札幌ドーム,F,近藤健介,左,一ゴロ,E,高梨雄平,左
9/29,札幌ドーム,F,石井一成,左,空三振,E,高梨雄平,左
9/29,札幌ドーム,F,西川遥輝,左,空三振,E,高梨雄平,左
9/29,札幌ドーム,F,松本剛,右,左安,E,高梨雄平,左
9/29,札幌ドーム,F,大谷翔平,左,四球,E,高梨雄平,左
9/29,札幌ドーム,F,中田翔,右,左飛,E,高梨雄平,左
9/29,札幌ドーム,F,レアード,右,左飛,E,ハーマン,右
9/29,札幌ドーム,F,横尾俊建,右,右安,E,ハーマン,右
9/29,札幌ドーム,F,大田泰示,右,右飛,E,ハーマン,右
9/29,札幌ドーム,F,大野奨太,右,中安,E,ハーマン,右
9/29,札幌ドーム,F,石井一成,左,四球,E,ハーマン,右
9/29,札幌ドーム,F,西川遥輝,左,二ゴロ,E,福山博之,右
9/29,札幌ドーム,F,松本剛,右,右飛,E,福山博之,右
9/29,札幌ドーム,F,ドレイク,右,死球,E,福山博之,右
9/29,札幌ドーム,F,中田翔,右,四球,E,福山博之,右
9/29,札幌ドーム,F,レアード,右,左安,E,福山博之,右
9/29,札幌ドーム,F,横尾俊建,右,遊併打,E,福山博之,右
9/29,札幌ドーム,F,大田泰示,右,空三振,E,松井裕樹,左
9/29,札幌ドーム,F,大野奨太,右,死球,E,松井裕樹,左
9/29,札幌ドーム,F,石井一成,左,見三振,E,松井裕樹,左
9/29,札幌ドーム,F,西川遥輝,左,空三振,E,松井裕樹,左
9/30,札幌ドーム,F,西川遥輝,左,死球,L,多和田真三郎,右
9/30,札幌ドーム,F,松本剛,右,二併打,L,多和田真三郎,右
9/30,札幌ドーム,F,大谷翔平,左,一ゴロ,L,多和田真三郎,右
9/30,札幌ドーム,F,中田翔,右,二邪飛,L,多和田真三郎,右
9/30,札幌ドーム,F,レアード,右,遊ゴロ,L,多和田真三郎,右
9/30,札幌ドーム,F,横尾俊建,右,見三振,L,多和田真三郎,右
9/30,札幌ドーム,F,大田泰示,右,空三振,L,多和田真三郎,右
9/30,札幌ドーム,F,黒羽根利規,右,遊ゴロ,L,多和田真三郎,右
9/30,札幌ドーム,F,石井一成,左,空三振,L,多和田真三郎,右
9/30,札幌ドーム,F,渡邉諒,右,二ゴロ,L,多和田真三郎,右
9/30,札幌ドーム,F,松本剛,右,遊ゴロ,L,多和田真三郎,右
9/30,札幌ドーム,F,大谷翔平,左,四球,L,多和田真三郎,右
9/30,札幌ドーム,F,中田翔,右,中安,L,多和田真三郎,右
9/30,札幌ドーム,F,レアード,右,遊安,L,多和田真三郎,右
9/30,札幌ドーム,F,横尾俊建,右,空三振,L,多和田真三郎,右
9/30,札幌ドーム,F,大田泰示,右,左本(1),L,多和田真三郎,右
9/30,札幌ドーム,F,黒羽根利規,右,遊直,L,多和田真三郎,右
9/30,札幌ドーム,F,石井一成,左,見三振,L,多和田真三郎,右
9/30,札幌ドーム,F,渡邉諒,右,見三振,L,多和田真三郎,右
9/30,札幌ドーム,F,松本剛,右,右飛,L,多和田真三郎,右
9/30,札幌ドーム,F,近藤健介,左,中安,L,多和田真三郎,右
9/30,札幌ドーム,F,中田翔,右,四球,L,多和田真三郎,右
9/30,札幌ドーム,F,レアード,右,一飛,L,多和田真三郎,右
9/30,札幌ドーム,F,横尾俊建,右,中飛,L,多和田真三郎,右
9/30,札幌ドーム,F,大田泰示,右,四球,L,牧田和久,右
9/30,札幌ドーム,F,黒羽根利規,右,一犠打,L,牧田和久,右
9/30,札幌ドーム,F,石井一成,左,左邪飛,L,牧田和久,右
9/30,札幌ドーム,F,田中賢介,左,二飛,L,牧田和久,右
9/30,札幌ドーム,F,松本剛,右,三ゴロ,L,シュリッター,右
9/30,札幌ドーム,F,近藤健介,左,四球,L,シュリッター,右
9/30,札幌ドーム,F,中田翔,右,左安,L,シュリッター,右
9/30,札幌ドーム,F,レアード,右,左安,L,シュリッター,右
9/30,札幌ドーム,F,横尾俊建,右,右犠飛,L,シュリッター,右
9/30,札幌ドーム,F,大田泰示,右,右飛,L,シュリッター,右
10/1,札幌ドーム,F,大田泰示,右,遊安,L,野上亮磨,右
10/1,札幌ドーム,F,松本剛,右,三ゴロ,L,野上亮磨,右
10/1,札幌ドーム,F,近藤健介,左,一併打,L,野上亮磨,右
10/1,札幌ドーム,F,中田翔,右,左安,L,野上亮磨,右
10/1,札幌ドーム,F,レアード,右,左飛,L,野上亮磨,右
10/1,札幌ドーム,F,横尾俊建,右,空三振,L,野上亮磨,右
10/1,札幌ドーム,F,石井一成,左,一ゴロ,L,野上亮磨,右
10/1,札幌ドーム,F,清水優心,右,遊ゴロ,L,野上亮磨,右
10/1,札幌ドーム,F,太田賢吾,左,三ゴロ,L,野上亮磨,右
10/1,札幌ドーム,F,大田泰示,右,左飛,L,野上亮磨,右
10/1,札幌ドーム,F,松本剛,右,一ゴロ,L,野上亮磨,右
10/1,札幌ドーム,F,近藤健介,左,遊飛,L,野上亮磨,右
10/1,札幌ドーム,F,中田翔,右,遊ゴロ,L,野上亮磨,右
10/1,札幌ドーム,F,レアード,右,三ゴロ,L,野上亮磨,右
10/1,札幌ドーム,F,横尾俊建,右,捕邪飛,L,野上亮磨,右
10/1,札幌ドーム,F,石井一成,左,空三振,L,野上亮磨,右
10/1,札幌ドーム,F,清水優心,右,遊ゴロ,L,野上亮磨,右
10/1,札幌ドーム,F,太田賢吾,左,空三振,L,野上亮磨,右
10/1,札幌ドーム,F,大田泰示,右,空三振,L,野上亮磨,右
10/1,札幌ドーム,F,松本剛,右,二ゴロ,L,野上亮磨,右
10/1,札幌ドーム,F,近藤健介,左,左安,L,野上亮磨,右
10/1,札幌ドーム,F,中田翔,右,三併打,L,野上亮磨,右
10/1,札幌ドーム,F,レアード,右,空三振,L,野上亮磨,右
10/1,札幌ドーム,F,横尾俊建,右,空三振,L,野上亮磨,右
10/1,札幌ドーム,F,石井一成,左,中２,L,野上亮磨,右
10/1,札幌ドーム,F,田中賢介,左,空三振,L,野上亮磨,右
10/1,札幌ドーム,F,ドレイク,右,見三振,L,髙橋朋己,左
10/1,札幌ドーム,F,大田泰示,右,右飛,L,髙橋朋己,左
10/1,札幌ドーム,F,松本剛,右,右安,L,髙橋朋己,左
10/1,札幌ドーム,F,近藤健介,左,二ゴロ,L,髙橋朋己,左
10/3,札幌ドーム,F,大田泰示,右,左飛,Bs,吉田凌,右
10/3,札幌ドーム,F,松本剛,右,中飛,Bs,吉田凌,右
10/3,札幌ドーム,F,近藤健介,左,二ゴロ,Bs,吉田凌,右
10/3,札幌ドーム,F,中田翔,右,左飛,Bs,吉田凌,右
10/3,札幌ドーム,F,横尾俊建,右,四球,Bs,吉田凌,右
10/3,札幌ドーム,F,ドレイク,右,左安,Bs,吉田凌,右
10/3,札幌ドーム,F,石井一成,左,右２,Bs,吉田凌,右
10/3,札幌ドーム,F,清水優心,右,遊野選,Bs,吉田凌,右
10/3,札幌ドーム,F,太田賢吾,左,遊飛,Bs,吉田凌,右
10/3,札幌ドーム,F,大田泰示,右,二飛,Bs,吉田凌,右
10/3,札幌ドーム,F,松本剛,右,三飛,Bs,吉田凌,右
10/3,札幌ドーム,F,近藤健介,左,三安,Bs,吉田凌,右
10/3,札幌ドーム,F,中田翔,右,四球,Bs,吉田凌,右
10/3,札幌ドーム,F,横尾俊建,右,左安,Bs,吉田凌,右
10/3,札幌ドーム,F,ドレイク,右,右飛,Bs,吉田凌,右
10/3,札幌ドーム,F,石井一成,左,右２,Bs,吉田凌,右
10/3,札幌ドーム,F,清水優心,右,中安,Bs,松葉貴大,左
10/3,札幌ドーム,F,太田賢吾,左,中２,Bs,松葉貴大,左
10/3,札幌ドーム,F,大田泰示,右,二飛,Bs,松葉貴大,左
10/3,札幌ドーム,F,松本剛,右,空三振,Bs,松葉貴大,左
10/3,札幌ドーム,F,近藤健介,左,左安,Bs,松葉貴大,左
10/3,札幌ドーム,F,中田翔,右,中飛,Bs,松葉貴大,左
10/3,札幌ドーム,F,横尾俊建,右,右本(2),Bs,松葉貴大,左
10/3,札幌ドーム,F,ドレイク,右,中２,Bs,松葉貴大,左
10/3,札幌ドーム,F,石井一成,左,見三振,Bs,松葉貴大,左
10/3,札幌ドーム,F,清水優心,右,左本(1),Bs,松葉貴大,左
10/3,札幌ドーム,F,太田賢吾,左,中飛,Bs,松葉貴大,左
10/3,札幌ドーム,F,大田泰示,右,投ゴロ,Bs,松葉貴大,左
10/3,札幌ドーム,F,松本剛,右,遊ゴロ,Bs,松葉貴大,左
10/3,札幌ドーム,F,近藤健介,左,左飛,Bs,佐藤達也,右
10/3,札幌ドーム,F,中田翔,右,一飛,Bs,佐藤達也,右
10/3,札幌ドーム,F,横尾俊建,右,右安,Bs,佐藤達也,右
10/3,札幌ドーム,F,ドレイク,右,空三振,Bs,佐藤達也,右
10/3,札幌ドーム,F,石井一成,左,空三振,Bs,澤田圭佑,右
10/3,札幌ドーム,F,清水優心,右,捕邪飛,Bs,澤田圭佑,右
10/3,札幌ドーム,F,太田賢吾,左,二ゴロ,Bs,澤田圭佑,右
10/3,札幌ドーム,F,田中賢介,左,左２,Bs,澤田圭佑,右
10/3,札幌ドーム,F,松本剛,右,遊ゴロ,Bs,澤田圭佑,右
10/3,札幌ドーム,F,飯山裕志,右,左飛,Bs,澤田圭佑,右
10/3,札幌ドーム,F,中田翔,右,二ゴロ,Bs,澤田圭佑,右
10/4,札幌ドーム,F,松本剛,右,右安,Bs,金子千尋,右
10/4,札幌ドーム,F,石井一成,左,投犠打,Bs,金子千尋,右
10/4,札幌ドーム,F,中田翔,右,見三振,Bs,金子千尋,右
10/4,札幌ドーム,F,大谷翔平,左,一ゴロ,Bs,金子千尋,右
10/4,札幌ドーム,F,横尾俊建,右,中飛,Bs,金子千尋,右
10/4,札幌ドーム,F,田中賢介,左,三ゴロ,Bs,金子千尋,右
10/4,札幌ドーム,F,大田泰示,右,左安,Bs,金子千尋,右
10/4,札幌ドーム,F,森山恵佑,左,空三振,Bs,金子千尋,右
10/4,札幌ドーム,F,大野奨太,右,見三振,Bs,金子千尋,右
10/4,札幌ドーム,F,松本剛,右,右飛,Bs,金子千尋,右
10/4,札幌ドーム,F,石井一成,左,空三振,Bs,金子千尋,右
10/4,札幌ドーム,F,中田翔,右,左飛,Bs,金子千尋,右
10/4,札幌ドーム,F,大谷翔平,左,中安,Bs,金子千尋,右
10/4,札幌ドーム,F,横尾俊建,右,右安,Bs,金子千尋,右
10/4,札幌ドーム,F,田中賢介,左,右安,Bs,金子千尋,右
