日付,球場,自TM,打者,席,結果,相手TM,投手,腕
8/15,メットライフ,L,中村剛也,右,遊ゴロ,E,コラレス,右
8/15,メットライフ,L,森友哉,左,中安,E,コラレス,右
8/15,メットライフ,L,外崎修汰,右,四球,E,コラレス,右
8/15,メットライフ,L,炭谷銀仁朗,右,死球,E,コラレス,右
8/15,メットライフ,L,金子侑司,両,空三振,E,コラレス,右
8/15,メットライフ,L,源田壮亮,左,左２,E,コラレス,右
8/15,メットライフ,L,秋山翔吾,左,右安,E,コラレス,右
8/15,メットライフ,L,浅村栄斗,右,見三振,E,コラレス,右
8/15,メットライフ,L,山川穂高,右,四球,E,コラレス,右
8/15,メットライフ,L,中村剛也,右,四球,E,コラレス,右
8/15,メットライフ,L,森友哉,左,二併打,E,コラレス,右
8/15,メットライフ,L,外崎修汰,右,右飛,E,コラレス,右
8/15,メットライフ,L,炭谷銀仁朗,右,左２,E,コラレス,右
8/15,メットライフ,L,金子侑司,両,空三振,E,コラレス,右
8/15,メットライフ,L,源田壮亮,左,一ゴロ,E,コラレス,右
8/15,メットライフ,L,秋山翔吾,左,左飛,E,菊池保則,右
8/15,メットライフ,L,浅村栄斗,右,中飛,E,菊池保則,右
8/15,メットライフ,L,山川穂高,右,四球,E,菊池保則,右
8/15,メットライフ,L,中村剛也,右,右安,E,菊池保則,右
8/15,メットライフ,L,森友哉,左,左３,E,菊池保則,右
8/15,メットライフ,L,外崎修汰,右,二ゴロ,E,菊池保則,右
8/15,メットライフ,L,炭谷銀仁朗,右,中飛,E,森原康平,右
8/15,メットライフ,L,金子侑司,両,中安,E,森原康平,右
8/15,メットライフ,L,源田壮亮,左,二ゴロ,E,森原康平,右
8/15,メットライフ,L,秋山翔吾,左,一ゴロ,E,森原康平,右
8/15,メットライフ,L,浅村栄斗,右,三ゴロ,E,森原康平,右
8/15,メットライフ,L,山川穂高,右,中本(1),E,森原康平,右
8/15,メットライフ,L,永江恭平,左,右本(1),E,森原康平,右
8/15,メットライフ,L,森友哉,左,四球,E,森原康平,右
8/15,メットライフ,L,外崎修汰,右,右本(2),E,森原康平,右
8/15,メットライフ,L,炭谷銀仁朗,右,三失,E,森雄大,左
8/15,メットライフ,L,金子侑司,両,二併打,E,森雄大,左
8/15,メットライフ,L,源田壮亮,左,遊直,E,森雄大,左
8/15,メットライフ,L,秋山翔吾,左,中２,E,森雄大,左
8/15,メットライフ,L,浅村栄斗,右,左飛,E,森雄大,左
8/15,メットライフ,L,山川穂高,右,右安,E,森雄大,左
8/15,メットライフ,L,永江恭平,左,投ゴロ,E,森雄大,左
8/15,メットライフ,L,森友哉,左,四球,E,森雄大,左
8/15,メットライフ,L,外崎修汰,右,四球,E,森雄大,左
8/15,メットライフ,L,炭谷銀仁朗,右,左安,E,森雄大,左
8/15,メットライフ,L,金子侑司,両,四球,E,森雄大,左
8/15,メットライフ,L,源田壮亮,左,四球,E,森雄大,左
8/15,メットライフ,L,秋山翔吾,左,中安,E,森雄大,左
8/15,メットライフ,L,浅村栄斗,右,空三振,E,森雄大,左
8/15,メットライフ,L,木村文紀,右,空三振,E,森雄大,左
8/15,メットライフ,L,永江恭平,左,右安,E,森雄大,左
8/15,メットライフ,L,田代将太郎,左,空三振,E,森雄大,左
8/16,メットライフ,L,金子侑司,両,中飛,E,美馬学,右
8/16,メットライフ,L,源田壮亮,左,三ゴロ,E,美馬学,右
8/16,メットライフ,L,秋山翔吾,左,四球,E,美馬学,右
8/16,メットライフ,L,浅村栄斗,右,三ゴロ,E,美馬学,右
8/16,メットライフ,L,山川穂高,右,中安,E,美馬学,右
8/16,メットライフ,L,森友哉,左,右飛,E,美馬学,右
8/16,メットライフ,L,外崎修汰,右,中安,E,美馬学,右
8/16,メットライフ,L,炭谷銀仁朗,右,遊ゴロ,E,美馬学,右
8/16,メットライフ,L,永江恭平,左,一ゴロ,E,美馬学,右
8/16,メットライフ,L,金子侑司,両,左飛,E,美馬学,右
8/16,メットライフ,L,源田壮亮,左,二ゴロ,E,美馬学,右
8/16,メットライフ,L,秋山翔吾,左,遊ゴロ,E,美馬学,右
8/16,メットライフ,L,浅村栄斗,右,空三振,E,美馬学,右
8/16,メットライフ,L,山川穂高,右,左安,E,美馬学,右
8/16,メットライフ,L,森友哉,左,右安,E,美馬学,右
8/16,メットライフ,L,外崎修汰,右,左飛,E,美馬学,右
8/16,メットライフ,L,炭谷銀仁朗,右,右飛,E,美馬学,右
8/16,メットライフ,L,永江恭平,左,右２,E,美馬学,右
8/16,メットライフ,L,金子侑司,両,投安,E,美馬学,右
8/16,メットライフ,L,源田壮亮,左,中安,E,美馬学,右
8/16,メットライフ,L,秋山翔吾,左,三飛,E,美馬学,右
8/16,メットライフ,L,浅村栄斗,右,投ゴロ,E,美馬学,右
8/16,メットライフ,L,山川穂高,右,中飛,E,美馬学,右
8/16,メットライフ,L,森友哉,左,右本(1),E,美馬学,右
8/16,メットライフ,L,外崎修汰,右,三ゴロ,E,美馬学,右
8/16,メットライフ,L,炭谷銀仁朗,右,中飛,E,美馬学,右
8/16,メットライフ,L,永江恭平,左,見三振,E,美馬学,右
8/16,メットライフ,L,金子侑司,両,四球,E,美馬学,右
8/16,メットライフ,L,源田壮亮,左,右飛,E,美馬学,右
8/16,メットライフ,L,秋山翔吾,左,中飛,E,美馬学,右
8/16,メットライフ,L,浅村栄斗,右,遊ゴロ,E,美馬学,右
8/16,メットライフ,L,山川穂高,右,中飛,E,美馬学,右
8/16,メットライフ,L,森友哉,左,右安,E,美馬学,右
8/16,メットライフ,L,外崎修汰,右,右飛,E,美馬学,右
8/16,メットライフ,L,炭谷銀仁朗,右,右飛,E,美馬学,右
8/16,メットライフ,L,永江恭平,左,三ゴロ,E,美馬学,右
8/17,メットライフ,L,金子侑司,両,右安,E,安樂智大,右
8/17,メットライフ,L,源田壮亮,左,投ゴロ,E,安樂智大,右
8/17,メットライフ,L,秋山翔吾,左,三邪飛,E,安樂智大,右
8/17,メットライフ,L,浅村栄斗,右,右飛,E,安樂智大,右
8/17,メットライフ,L,山川穂高,右,左飛,E,安樂智大,右
8/17,メットライフ,L,森友哉,左,左飛,E,安樂智大,右
8/17,メットライフ,L,外崎修汰,右,遊ゴロ,E,安樂智大,右
8/17,メットライフ,L,炭谷銀仁朗,右,投ゴロ,E,安樂智大,右
8/17,メットライフ,L,永江恭平,左,見三振,E,安樂智大,右
8/17,メットライフ,L,金子侑司,両,空三振,E,安樂智大,右
8/17,メットライフ,L,源田壮亮,左,一ゴロ,E,安樂智大,右
8/17,メットライフ,L,秋山翔吾,左,右安,E,安樂智大,右
8/17,メットライフ,L,浅村栄斗,右,左２,E,安樂智大,右
8/17,メットライフ,L,山川穂高,右,遊ゴロ,E,安樂智大,右
8/17,メットライフ,L,森友哉,左,右安,E,安樂智大,右
8/17,メットライフ,L,外崎修汰,右,二飛,E,安樂智大,右
8/17,メットライフ,L,炭谷銀仁朗,右,三併打,E,安樂智大,右
8/17,メットライフ,L,永江恭平,左,三飛,E,安樂智大,右
8/17,メットライフ,L,金子侑司,両,一邪飛,E,安樂智大,右
8/17,メットライフ,L,源田壮亮,左,右安,E,安樂智大,右
8/17,メットライフ,L,秋山翔吾,左,中安,E,安樂智大,右
8/17,メットライフ,L,浅村栄斗,右,右飛,E,安樂智大,右
8/17,メットライフ,L,山川穂高,右,中飛,E,安樂智大,右
8/17,メットライフ,L,森友哉,左,四球,E,安樂智大,右
8/17,メットライフ,L,外崎修汰,右,空三振,E,安樂智大,右
8/17,メットライフ,L,炭谷銀仁朗,右,左安,E,安樂智大,右
8/17,メットライフ,L,メヒア,右,中飛,E,安樂智大,右
8/17,メットライフ,L,金子侑司,両,遊ゴロ,E,高梨雄平,左
8/17,メットライフ,L,源田壮亮,左,空三振,E,高梨雄平,左
8/17,メットライフ,L,秋山翔吾,左,四球,E,高梨雄平,左
8/17,メットライフ,L,浅村栄斗,右,右飛,E,高梨雄平,左
8/17,メットライフ,L,山川穂高,右,左飛,E,ハーマン,右
8/17,メットライフ,L,森友哉,左,中飛,E,ハーマン,右
8/17,メットライフ,L,外崎修汰,右,左２,E,ハーマン,右
8/17,メットライフ,L,炭谷銀仁朗,右,死球,E,ハーマン,右
8/17,メットライフ,L,栗山巧,左,左本(3),E,ハーマン,右
8/18,札幌ドーム,L,金子侑司,両,中飛,F,メンドーサ,右
8/18,札幌ドーム,L,源田壮亮,左,空三振,F,メンドーサ,右
8/18,札幌ドーム,L,秋山翔吾,左,二ゴロ,F,メンドーサ,右
8/18,札幌ドーム,L,浅村栄斗,右,中安,F,メンドーサ,右
8/18,札幌ドーム,L,山川穂高,右,中飛,F,メンドーサ,右
8/18,札幌ドーム,L,森友哉,左,空三振,F,メンドーサ,右
8/18,札幌ドーム,L,外崎修汰,右,左飛,F,メンドーサ,右
8/18,札幌ドーム,L,岡田雅利,右,四球,F,メンドーサ,右
8/18,札幌ドーム,L,永江恭平,左,捕犠打,F,メンドーサ,右
8/18,札幌ドーム,L,金子侑司,両,右飛,F,メンドーサ,右
8/18,札幌ドーム,L,源田壮亮,左,空三振,F,メンドーサ,右
8/18,札幌ドーム,L,秋山翔吾,左,一ゴロ,F,メンドーサ,右
8/18,札幌ドーム,L,浅村栄斗,右,三ゴロ,F,メンドーサ,右
8/18,札幌ドーム,L,山川穂高,右,左安,F,メンドーサ,右
8/18,札幌ドーム,L,森友哉,左,遊ゴロ,F,メンドーサ,右
8/18,札幌ドーム,L,外崎修汰,右,三ゴロ,F,メンドーサ,右
8/18,札幌ドーム,L,岡田雅利,右,二ゴロ,F,メンドーサ,右
8/18,札幌ドーム,L,永江恭平,左,投ゴロ,F,メンドーサ,右
8/18,札幌ドーム,L,金子侑司,両,見三振,F,メンドーサ,右
8/18,札幌ドーム,L,源田壮亮,左,右飛,F,メンドーサ,右
8/18,札幌ドーム,L,秋山翔吾,左,左飛,F,メンドーサ,右
8/18,札幌ドーム,L,浅村栄斗,右,遊ゴロ,F,メンドーサ,右
8/18,札幌ドーム,L,山川穂高,右,二ゴロ,F,メンドーサ,右
8/18,札幌ドーム,L,森友哉,左,中安,F,メンドーサ,右
8/18,札幌ドーム,L,外崎修汰,右,空三振,F,メンドーサ,右
8/18,札幌ドーム,L,炭谷銀仁朗,右,左安,F,メンドーサ,右
8/18,札幌ドーム,L,メヒア,右,空三振,F,メンドーサ,右
8/18,札幌ドーム,L,金子侑司,両,三ゴロ,F,宮西尚生,左
8/18,札幌ドーム,L,源田壮亮,左,遊直,F,宮西尚生,左
8/18,札幌ドーム,L,秋山翔吾,左,一ゴロ,F,白村明弘,右
8/18,札幌ドーム,L,浅村栄斗,右,見三振,F,白村明弘,右
8/18,札幌ドーム,L,山川穂高,右,空三振,F,白村明弘,右
8/19,札幌ドーム,L,金子侑司,両,四球,F,上沢直之,右
8/19,札幌ドーム,L,源田壮亮,左,空三振,F,上沢直之,右
8/19,札幌ドーム,L,秋山翔吾,左,四球,F,上沢直之,右
8/19,札幌ドーム,L,浅村栄斗,右,空三振,F,上沢直之,右
8/19,札幌ドーム,L,山川穂高,右,空三振,F,上沢直之,右
8/19,札幌ドーム,L,森友哉,左,見三振,F,上沢直之,右
8/19,札幌ドーム,L,外崎修汰,右,中２,F,上沢直之,右
8/19,札幌ドーム,L,炭谷銀仁朗,右,空三振,F,上沢直之,右
8/19,札幌ドーム,L,永江恭平,左,空三振,F,上沢直之,右
8/19,札幌ドーム,L,金子侑司,両,遊直,F,上沢直之,右
8/19,札幌ドーム,L,源田壮亮,左,空三振,F,上沢直之,右
8/19,札幌ドーム,L,秋山翔吾,左,四球,F,上沢直之,右
8/19,札幌ドーム,L,浅村栄斗,右,中飛,F,上沢直之,右
8/19,札幌ドーム,L,山川穂高,右,左本(2),F,上沢直之,右
8/19,札幌ドーム,L,森友哉,左,空三振,F,上沢直之,右
8/19,札幌ドーム,L,外崎修汰,右,中安,F,上沢直之,右
8/19,札幌ドーム,L,炭谷銀仁朗,右,見三振,F,上沢直之,右
8/19,札幌ドーム,L,永江恭平,左,投ゴロ,F,上沢直之,右
8/19,札幌ドーム,L,金子侑司,両,空三振,F,上沢直之,右
8/19,札幌ドーム,L,源田壮亮,左,中飛,F,上沢直之,右
8/19,札幌ドーム,L,秋山翔吾,左,中飛,F,上沢直之,右
8/19,札幌ドーム,L,浅村栄斗,右,空三振,F,上沢直之,右
8/19,札幌ドーム,L,山川穂高,右,左安,F,上沢直之,右
8/19,札幌ドーム,L,森友哉,左,遊ゴロ,F,上沢直之,右
8/19,札幌ドーム,L,外崎修汰,右,左２,F,白村明弘,右
8/19,札幌ドーム,L,炭谷銀仁朗,右,一犠打,F,白村明弘,右
8/19,札幌ドーム,L,栗山巧,左,四球,F,白村明弘,右
8/19,札幌ドーム,L,金子侑司,両,捕邪飛,F,白村明弘,右
8/19,札幌ドーム,L,源田壮亮,左,左飛,F,白村明弘,右
8/19,札幌ドーム,L,秋山翔吾,左,二ゴロ,F,玉井大翔,右
8/19,札幌ドーム,L,浅村栄斗,右,四球,F,玉井大翔,右
8/19,札幌ドーム,L,山川穂高,右,四球,F,玉井大翔,右
8/19,札幌ドーム,L,森友哉,左,遊飛,F,玉井大翔,右
8/19,札幌ドーム,L,外崎修汰,右,四球,F,玉井大翔,右
8/19,札幌ドーム,L,炭谷銀仁朗,右,二ゴロ,F,玉井大翔,右
8/19,札幌ドーム,L,木村文紀,右,四球,F,井口和朋,右
8/19,札幌ドーム,L,金子侑司,両,投安,F,井口和朋,右
8/19,札幌ドーム,L,源田壮亮,左,投犠打,F,井口和朋,右
8/19,札幌ドーム,L,秋山翔吾,左,二ゴロ,F,井口和朋,右
8/19,札幌ドーム,L,浅村栄斗,右,空三振,F,井口和朋,右
8/20,札幌ドーム,L,秋山翔吾,左,見三振,F,上原健太,左
8/20,札幌ドーム,L,源田壮亮,左,一ゴロ,F,上原健太,左
8/20,札幌ドーム,L,浅村栄斗,右,左安,F,上原健太,左
8/20,札幌ドーム,L,山川穂高,右,四球,F,上原健太,左
8/20,札幌ドーム,L,メヒア,右,三ゴロ,F,上原健太,左
8/20,札幌ドーム,L,栗山巧,左,中飛,F,上原健太,左
8/20,札幌ドーム,L,外崎修汰,右,四球,F,上原健太,左
8/20,札幌ドーム,L,炭谷銀仁朗,右,右飛,F,上原健太,左
8/20,札幌ドーム,L,金子侑司,両,左安,F,上原健太,左
8/20,札幌ドーム,L,秋山翔吾,左,左飛,F,上原健太,左
8/20,札幌ドーム,L,源田壮亮,左,空三振,F,上原健太,左
8/20,札幌ドーム,L,浅村栄斗,右,中２,F,上原健太,左
8/20,札幌ドーム,L,山川穂高,右,三ゴロ,F,上原健太,左
8/20,札幌ドーム,L,メヒア,右,三ゴロ,F,上原健太,左
8/20,札幌ドーム,L,栗山巧,左,左飛,F,上原健太,左
8/20,札幌ドーム,L,外崎修汰,右,四球,F,上原健太,左
8/20,札幌ドーム,L,炭谷銀仁朗,右,三ゴロ,F,上原健太,左
8/20,札幌ドーム,L,金子侑司,両,二飛,F,上原健太,左
8/20,札幌ドーム,L,秋山翔吾,左,四球,F,上原健太,左
8/20,札幌ドーム,L,源田壮亮,左,中飛,F,上原健太,左
8/20,札幌ドーム,L,浅村栄斗,右,四球,F,上原健太,左
8/20,札幌ドーム,L,山川穂高,右,空三振,F,上原健太,左
8/20,札幌ドーム,L,メヒア,右,右飛,F,上原健太,左
8/20,札幌ドーム,L,栗山巧,左,空三振,F,鍵谷陽平,右
8/20,札幌ドーム,L,外崎修汰,右,見三振,F,鍵谷陽平,右
8/20,札幌ドーム,L,炭谷銀仁朗,右,右邪飛,F,鍵谷陽平,右
8/20,札幌ドーム,L,金子侑司,両,左２,F,宮西尚生,左
8/20,札幌ドーム,L,秋山翔吾,左,一ゴロ,F,宮西尚生,左
8/20,札幌ドーム,L,源田壮亮,左,左安,F,宮西尚生,左
8/20,札幌ドーム,L,浅村栄斗,右,二併打,F,宮西尚生,左
8/20,札幌ドーム,L,山川穂高,右,四球,F,白村明弘,右
8/20,札幌ドーム,L,メヒア,右,二飛,F,白村明弘,右
8/20,札幌ドーム,L,栗山巧,左,右本(2),F,白村明弘,右
8/20,札幌ドーム,L,外崎修汰,右,空三振,F,白村明弘,右
8/20,札幌ドーム,L,森友哉,左,一ゴロ,F,白村明弘,右
8/20,札幌ドーム,L,金子侑司,両,一ゴロ,F,玉井大翔,右
8/20,札幌ドーム,L,秋山翔吾,左,遊ゴロ,F,玉井大翔,右
8/20,札幌ドーム,L,源田壮亮,左,中飛,F,玉井大翔,右
8/22,ヤフオクドーム,L,秋山翔吾,左,一直,H,バンデンハーク,右
8/22,ヤフオクドーム,L,源田壮亮,左,空三振,H,バンデンハーク,右
8/22,ヤフオクドーム,L,浅村栄斗,右,中安,H,バンデンハーク,右
8/22,ヤフオクドーム,L,山川穂高,右,四球,H,バンデンハーク,右
8/22,ヤフオクドーム,L,森友哉,左,空三振,H,バンデンハーク,右
8/22,ヤフオクドーム,L,外崎修汰,右,空三振,H,バンデンハーク,右
8/22,ヤフオクドーム,L,栗山巧,左,空三振,H,バンデンハーク,右
8/22,ヤフオクドーム,L,炭谷銀仁朗,右,二飛,H,バンデンハーク,右
8/22,ヤフオクドーム,L,金子侑司,両,遊飛,H,バンデンハーク,右
8/22,ヤフオクドーム,L,秋山翔吾,左,見三振,H,バンデンハーク,右
8/22,ヤフオクドーム,L,源田壮亮,左,投ゴロ,H,バンデンハーク,右
8/22,ヤフオクドーム,L,浅村栄斗,右,中飛,H,バンデンハーク,右
8/22,ヤフオクドーム,L,山川穂高,右,見三振,H,バンデンハーク,右
8/22,ヤフオクドーム,L,森友哉,左,中安,H,バンデンハーク,右
8/22,ヤフオクドーム,L,外崎修汰,右,空三振,H,バンデンハーク,右
8/22,ヤフオクドーム,L,栗山巧,左,左飛,H,バンデンハーク,右
8/22,ヤフオクドーム,L,炭谷銀仁朗,右,右飛,H,バンデンハーク,右
8/22,ヤフオクドーム,L,金子侑司,両,左飛,H,バンデンハーク,右
8/22,ヤフオクドーム,L,秋山翔吾,左,空三振,H,バンデンハーク,右
8/22,ヤフオクドーム,L,源田壮亮,左,遊ゴロ,H,バンデンハーク,右
8/22,ヤフオクドーム,L,浅村栄斗,右,空三振,H,バンデンハーク,右
8/22,ヤフオクドーム,L,山川穂高,右,二飛,H,バンデンハーク,右
8/22,ヤフオクドーム,L,森友哉,左,右飛,H,バンデンハーク,右
8/22,ヤフオクドーム,L,外崎修汰,右,空三振,H,バンデンハーク,右
8/22,ヤフオクドーム,L,栗山巧,左,遊ゴロ,H,岩嵜翔,右
8/22,ヤフオクドーム,L,メヒア,右,遊飛,H,岩嵜翔,右
8/22,ヤフオクドーム,L,金子侑司,両,一ゴロ,H,岩嵜翔,右
8/22,ヤフオクドーム,L,秋山翔吾,左,空三振,H,嘉弥真新也,左
8/22,ヤフオクドーム,L,源田壮亮,左,空三振,H,嘉弥真新也,左
8/22,ヤフオクドーム,L,浅村栄斗,右,中飛,H,嘉弥真新也,左
8/23,ヤフオクドーム,L,秋山翔吾,左,右飛,H,石川柊太,右
8/23,ヤフオクドーム,L,源田壮亮,左,見三振,H,石川柊太,右
8/23,ヤフオクドーム,L,浅村栄斗,右,投ゴロ,H,石川柊太,右
8/23,ヤフオクドーム,L,山川穂高,右,四球,H,石川柊太,右
8/23,ヤフオクドーム,L,森友哉,左,空三振,H,石川柊太,右
8/23,ヤフオクドーム,L,坂田遼,左,見三振,H,石川柊太,右
8/23,ヤフオクドーム,L,外崎修汰,右,遊ゴロ,H,石川柊太,右
8/23,ヤフオクドーム,L,炭谷銀仁朗,右,左飛,H,石川柊太,右
8/23,ヤフオクドーム,L,金子侑司,両,三邪飛,H,石川柊太,右
8/23,ヤフオクドーム,L,秋山翔吾,左,左飛,H,石川柊太,右
8/23,ヤフオクドーム,L,源田壮亮,左,二ゴロ,H,石川柊太,右
8/23,ヤフオクドーム,L,浅村栄斗,右,右２,H,石川柊太,右
8/23,ヤフオクドーム,L,山川穂高,右,空三振,H,石川柊太,右
8/23,ヤフオクドーム,L,森友哉,左,一ゴロ,H,石川柊太,右
8/23,ヤフオクドーム,L,坂田遼,左,右安,H,石川柊太,右
8/23,ヤフオクドーム,L,外崎修汰,右,空三振,H,石川柊太,右
8/23,ヤフオクドーム,L,炭谷銀仁朗,右,右安,H,石川柊太,右
8/23,ヤフオクドーム,L,金子侑司,両,右飛,H,石川柊太,右
8/23,ヤフオクドーム,L,秋山翔吾,左,空三振,H,石川柊太,右
8/23,ヤフオクドーム,L,源田壮亮,左,中飛,H,石川柊太,右
8/23,ヤフオクドーム,L,浅村栄斗,右,二ゴロ,H,石川柊太,右
8/23,ヤフオクドーム,L,山川穂高,右,見三振,H,石川柊太,右
8/23,ヤフオクドーム,L,メヒア,右,遊飛,H,石川柊太,右
8/23,ヤフオクドーム,L,坂田遼,左,四球,H,石川柊太,右
8/23,ヤフオクドーム,L,外崎修汰,右,中飛,H,石川柊太,右
8/23,ヤフオクドーム,L,炭谷銀仁朗,右,空三振,H,笠谷俊介,左
8/23,ヤフオクドーム,L,金子侑司,両,遊飛,H,笠谷俊介,左
8/23,ヤフオクドーム,L,秋山翔吾,左,四球,H,笠谷俊介,左
8/23,ヤフオクドーム,L,源田壮亮,左,二ゴロ,H,笠谷俊介,左
8/23,ヤフオクドーム,L,浅村栄斗,右,空三振,H,笠谷俊介,左
8/23,ヤフオクドーム,L,山川穂高,右,見三振,H,笠谷俊介,左
8/23,ヤフオクドーム,L,メヒア,右,投ゴロ,H,笠谷俊介,左
8/24,ヤフオクドーム,L,秋山翔吾,左,空三振,H,中田賢一,右
8/24,ヤフオクドーム,L,源田壮亮,左,遊飛,H,中田賢一,右
8/24,ヤフオクドーム,L,浅村栄斗,右,空三振,H,中田賢一,右
8/24,ヤフオクドーム,L,山川穂高,右,見三振,H,中田賢一,右
8/24,ヤフオクドーム,L,栗山巧,左,左飛,H,中田賢一,右
8/24,ヤフオクドーム,L,メヒア,右,中本(1),H,中田賢一,右
8/24,ヤフオクドーム,L,外崎修汰,右,左飛,H,中田賢一,右
8/24,ヤフオクドーム,L,炭谷銀仁朗,右,三ゴロ,H,中田賢一,右
8/24,ヤフオクドーム,L,木村文紀,右,中飛,H,中田賢一,右
8/24,ヤフオクドーム,L,秋山翔吾,左,遊安,H,中田賢一,右
8/24,ヤフオクドーム,L,源田壮亮,左,右安,H,中田賢一,右
8/24,ヤフオクドーム,L,浅村栄斗,右,四球,H,中田賢一,右
8/24,ヤフオクドーム,L,山川穂高,右,空三振,H,中田賢一,右
8/24,ヤフオクドーム,L,栗山巧,左,一ゴロ,H,中田賢一,右
8/24,ヤフオクドーム,L,メヒア,右,捕邪飛,H,中田賢一,右
8/24,ヤフオクドーム,L,外崎修汰,右,一ゴロ,H,中田賢一,右
8/24,ヤフオクドーム,L,森友哉,左,右２,H,中田賢一,右
8/24,ヤフオクドーム,L,木村文紀,右,三ゴロ,H,中田賢一,右
8/24,ヤフオクドーム,L,秋山翔吾,左,左飛,H,中田賢一,右
8/24,ヤフオクドーム,L,源田壮亮,左,中飛,H,中田賢一,右
8/24,ヤフオクドーム,L,浅村栄斗,右,空三振,H,中田賢一,右
8/24,ヤフオクドーム,L,山川穂高,右,三ゴロ,H,中田賢一,右
8/24,ヤフオクドーム,L,栗山巧,左,右２,H,中田賢一,右
8/24,ヤフオクドーム,L,メヒア,右,左飛,H,中田賢一,右
8/24,ヤフオクドーム,L,外崎修汰,右,遊ゴロ,H,中田賢一,右
8/24,ヤフオクドーム,L,森友哉,左,遊飛,H,中田賢一,右
8/24,ヤフオクドーム,L,木村文紀,右,死球,H,中田賢一,右
8/24,ヤフオクドーム,L,秋山翔吾,左,見三振,H,中田賢一,右
8/24,ヤフオクドーム,L,源田壮亮,左,遊ゴロ,H,寺原隼人,右
8/24,ヤフオクドーム,L,浅村栄斗,右,遊飛,H,寺原隼人,右
8/24,ヤフオクドーム,L,山川穂高,右,空三振,H,寺原隼人,右
8/24,ヤフオクドーム,L,栗山巧,左,三飛,H,小澤怜史,右
8/24,ヤフオクドーム,L,メヒア,右,中安,H,小澤怜史,右
8/24,ヤフオクドーム,L,外崎修汰,右,中飛,H,小澤怜史,右
8/24,ヤフオクドーム,L,森友哉,左,右安,H,小澤怜史,右
8/24,ヤフオクドーム,L,木村文紀,右,空三振,H,小澤怜史,右
8/25,県営大宮,L,秋山翔吾,左,中安,Bs,ディクソン,右
8/25,県営大宮,L,源田壮亮,左,遊安,Bs,ディクソン,右
8/25,県営大宮,L,浅村栄斗,右,中安,Bs,ディクソン,右
8/25,県営大宮,L,山川穂高,右,中２,Bs,ディクソン,右
8/25,県営大宮,L,栗山巧,左,見三振,Bs,ディクソン,右
8/25,県営大宮,L,メヒア,右,遊ゴロ,Bs,ディクソン,右
8/25,県営大宮,L,外崎修汰,右,左安,Bs,ディクソン,右
8/25,県営大宮,L,岡田雅利,右,二ゴロ,Bs,ディクソン,右
8/25,県営大宮,L,金子侑司,両,遊失,Bs,ディクソン,右
8/25,県営大宮,L,秋山翔吾,左,四球,Bs,ディクソン,右
8/25,県営大宮,L,源田壮亮,左,投犠打,Bs,ディクソン,右
8/25,県営大宮,L,浅村栄斗,右,右犠飛,Bs,ディクソン,右
8/25,県営大宮,L,山川穂高,右,遊ゴロ,Bs,ディクソン,右
8/25,県営大宮,L,栗山巧,左,二ゴロ,Bs,ディクソン,右
8/25,県営大宮,L,メヒア,右,左本(1),Bs,ディクソン,右
8/25,県営大宮,L,外崎修汰,右,空三振,Bs,ディクソン,右
8/25,県営大宮,L,岡田雅利,右,遊ゴロ,Bs,ディクソン,右
8/25,県営大宮,L,金子侑司,両,四球,Bs,ディクソン,右
8/25,県営大宮,L,秋山翔吾,左,中犠飛,Bs,ディクソン,右
8/25,県営大宮,L,源田壮亮,左,二安,Bs,ディクソン,右
8/25,県営大宮,L,浅村栄斗,右,左飛,Bs,ディクソン,右
8/25,県営大宮,L,山川穂高,右,四球,Bs,吉田一将,右
8/25,県営大宮,L,栗山巧,左,一ゴロ,Bs,吉田一将,右
8/25,県営大宮,L,メヒア,右,左安,Bs,吉田一将,右
8/25,県営大宮,L,外崎修汰,右,中飛,Bs,吉田一将,右
8/25,県営大宮,L,岡田雅利,右,見三振,Bs,吉田一将,右
8/25,県営大宮,L,金子侑司,両,右本(1),Bs,吉田一将,右
8/25,県営大宮,L,秋山翔吾,左,投ゴロ,Bs,吉田一将,右
8/25,県営大宮,L,源田壮亮,左,左飛,Bs,吉田一将,右
8/25,県営大宮,L,浅村栄斗,右,空三振,Bs,吉田一将,右
8/25,県営大宮,L,山川穂高,右,遊直,Bs,吉田一将,右
8/25,県営大宮,L,木村文紀,右,見三振,Bs,吉田一将,右
8/25,県営大宮,L,メヒア,右,四球,Bs,吉田一将,右
8/25,県営大宮,L,外崎修汰,右,投安,Bs,吉田一将,右
8/25,県営大宮,L,岡田雅利,右,中飛,Bs,吉田一将,右
8/25,県営大宮,L,金子侑司,両,中２,Bs,大山暁史,左
8/25,県営大宮,L,秋山翔吾,左,見三振,Bs,大山暁史,左
8/25,県営大宮,L,源田壮亮,左,空三振,Bs,大山暁史,左
8/25,県営大宮,L,呉念庭,左,空三振,Bs,大山暁史,左
8/26,メットライフ,L,秋山翔吾,左,遊飛,Bs,山岡泰輔,右
8/26,メットライフ,L,源田壮亮,左,見三振,Bs,山岡泰輔,右
8/26,メットライフ,L,浅村栄斗,右,左安,Bs,山岡泰輔,右
8/26,メットライフ,L,山川穂高,右,見三振,Bs,山岡泰輔,右
8/26,メットライフ,L,メヒア,右,左２,Bs,山岡泰輔,右
8/26,メットライフ,L,呉念庭,左,右飛,Bs,山岡泰輔,右
8/26,メットライフ,L,外崎修汰,右,二飛,Bs,山岡泰輔,右
