自TM,相手TM,球場,日付,HA,ナ,先,順,途,交,CB,捕逸,代点,守備,名前,打率,打数,得点,安打,打点,三振,四死,犠打,盗塁,失策,本塁打,1回,2回,3回,4回,5回,6回,7回,8回,9回,10回,11回,12回
楽天,ロッテ,Koboパーク宮城,9/18,0,0,,5,打,,0,0,0,打,中川大志,.136,1,0,0,0,0,0,0,0,0,0,,,,,,,,,捕ゴロ,,,
楽天,ロッテ,Koboパーク宮城,9/18,0,0,6,6,,,0,0,0,(三),ウィーラー,.262,3,0,1,0,0,1,0,0,0,0,,中飛,,,三ゴロ,,,左安,敬遠,,,
楽天,ロッテ,Koboパーク宮城,9/18,0,0,7,7,,,0,0,0,(二),銀次,.289,3,0,1,1,0,1,0,0,0,0,,,遊ゴロ,,,右安,,投直,死球,,,
楽天,ロッテ,Koboパーク宮城,9/18,0,0,8,8,,打,0,0,0,(捕),嶋基宏,.202,2,0,0,0,0,0,0,0,0,0,,,遊ゴロ,,,中飛,,,,,,
楽天,ロッテ,Koboパーク宮城,9/18,0,0,,8,打,守,0,0,0,打,聖澤諒,.239,1,0,0,0,0,0,0,0,0,0,,,,,,,,投ゴロ,,,,
楽天,ロッテ,Koboパーク宮城,9/18,0,0,,8,守,,0,0,0,捕,足立祐一,.159,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,ロッテ,Koboパーク宮城,9/18,0,0,9,9,,,0,0,0,(中),オコエ瑠偉,.308,3,1,1,0,1,0,0,0,0,0,,,見三振,,,三直,,,右安,,,
楽天,ロッテ,Koboパーク宮城,9/18,0,0,,10,,,0,0,0,(投),則本昂大,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,日本ハム,Koboパーク宮城,9/19,0,1,1,1,,,0,0,0,(中),オコエ瑠偉,.321,5,1,3,1,0,0,0,0,0,0,左２,,一邪飛,中２,,右２,,遊ゴロ,,,,
楽天,日本ハム,Koboパーク宮城,9/19,0,1,2,2,,,0,0,0,(左),岡島豪郎,.265,3,1,1,0,0,2,0,0,0,0,二直,,四球,四球,,一ゴロ,,右安,,,,
楽天,日本ハム,Koboパーク宮城,9/19,0,1,3,3,,,0,0,0,(一),中川大志,.148,5,1,1,2,1,0,0,0,0,0,中飛,,中２,二失,,三ゴロ,,空三振,,,,
楽天,日本ハム,Koboパーク宮城,9/19,0,1,4,4,,,0,0,0,(指),アマダー,.238,5,1,2,2,2,0,0,0,0,1,,左本(1),中安,見三振,,中飛,,空三振,,,,
楽天,日本ハム,Koboパーク宮城,9/19,0,1,5,5,,,0,0,0,(二),銀次,.288,4,0,1,0,1,0,0,0,0,0,,一ゴロ,中安,二ゴロ,,,見三振,,,,,
楽天,日本ハム,Koboパーク宮城,9/19,0,1,6,6,,,0,0,0,(三),ウィーラー,.264,4,1,2,1,0,0,0,0,0,1,,三失,左安,,左本(1),,二飛,,,,,
楽天,日本ハム,Koboパーク宮城,9/19,0,1,7,7,,,0,0,0,(捕),嶋基宏,.206,4,0,2,0,0,0,0,0,0,0,,遊安,遊併打,,一ゴロ,,中安,,,,,
楽天,日本ハム,Koboパーク宮城,9/19,0,1,8,8,,打,0,0,0,(遊),西田哲朗,.118,2,1,0,0,1,1,0,0,0,0,,見三振,,四球,右飛,,,,,,,
楽天,日本ハム,Koboパーク宮城,9/19,0,1,,8,打,守,0,0,0,打,島内宏明,.263,1,0,0,0,0,0,0,0,0,0,,,,,,,左飛,,,,,
楽天,日本ハム,Koboパーク宮城,9/19,0,1,,8,守,,0,0,0,遊,阿部俊人,.188,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,日本ハム,Koboパーク宮城,9/19,0,1,9,9,,,0,0,0,(右),田中和基,.135,3,0,1,0,1,0,1,0,0,0,,遊ゴロ,,投犠打,空三振,,,右安,,,,
楽天,日本ハム,Koboパーク宮城,9/19,0,1,,10,,,0,0,0,(投),美馬学,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,オリックス,Koboパーク宮城,9/20,0,1,1,1,,守,0,0,0,(左),岡島豪郎,.262,3,0,0,0,1,1,0,0,0,0,四球,,遊飛,,中飛,,見三振,,,,,
楽天,オリックス,Koboパーク宮城,9/20,0,1,,1,守,,0,0,0,捕,足立祐一,.172,1,1,1,1,0,0,0,0,0,1,,,,,,,,,左本(1),,,
楽天,オリックス,Koboパーク宮城,9/20,0,1,2,2,,走,0,0,0,(二),藤田一也,.252,3,0,2,0,0,0,1,0,0,0,投犠打,,左安,,遊ゴロ,,,右安,,,,
楽天,オリックス,Koboパーク宮城,9/20,0,1,,2,走,,0,0,0,走二,阿部俊人,.176,1,1,0,0,0,0,0,0,0,0,,,,,,,,,二ゴロ,,,
楽天,オリックス,Koboパーク宮城,9/20,0,1,3,3,,,0,0,0,(指),アマダー,.237,5,1,1,2,1,0,0,0,0,1,中飛,,二ゴロ,,,空三振,,中本(2),投ゴロ,,,
楽天,オリックス,Koboパーク宮城,9/20,0,1,4,4,,守,0,0,0,(右),ペゲーロ,.294,4,1,1,1,2,0,0,0,0,1,左飛,,空三振,,,左本(1),,空三振,,,,
楽天,オリックス,Koboパーク宮城,9/20,0,1,,4,守,,0,0,0,右,田中和基,.135,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,オリックス,Koboパーク宮城,9/20,0,1,5,5,,,0,0,0,(一),銀次,.290,4,0,2,0,1,0,0,0,0,0,,左安,,右安,,空三振,,左飛,,,,
楽天,オリックス,Koboパーク宮城,9/20,0,1,6,6,,走,0,0,0,(三),ウィーラー,.266,4,0,2,0,0,0,0,0,1,0,,三ゴロ,,三ゴロ,,中２,,左安,,,,
楽天,オリックス,Koboパーク宮城,9/20,0,1,,6,走,,0,0,0,走三,中川大志,.148,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,オリックス,Koboパーク宮城,9/20,0,1,7,7,,,0,0,0,(遊),茂木栄五郎,.291,4,0,2,0,1,0,0,0,0,0,,一安,,一ゴロ,,空三振,,二安,,,,
楽天,オリックス,Koboパーク宮城,9/20,0,1,8,8,,打,0,0,0,(捕),嶋基宏,.205,2,0,0,0,1,0,0,0,0,0,,空三振,,遊ゴロ,,,,,,,,
楽天,オリックス,Koboパーク宮城,9/20,0,1,,8,打,,0,0,0,打左,島内宏明,.262,2,0,0,0,1,0,0,0,0,0,,,,,,,左飛,空三振,,,,
楽天,オリックス,Koboパーク宮城,9/20,0,1,9,9,,,0,0,0,(中),オコエ瑠偉,.310,4,0,0,0,2,0,0,0,0,0,,中飛,,,空三振,,二ゴロ,,見三振,,,
楽天,オリックス,Koboパーク宮城,9/20,0,1,,10,,投,0,0,0,(投),藤平尚真,-,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
楽天,オリックス,Koboパーク宮城,9/20,0,1,,10,投,投,0,0,0,投,西宮悠介,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,オリックス,Koboパーク宮城,9/20,0,1,,10,投,投,0,0,0,投,小野郁,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,オリックス,Koboパーク宮城,9/20,0,1,,10,投,,0,0,0,投,入野貴大,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,オリックス,Koboパーク宮城,9/21,0,1,1,1,,,0,0,0,(右),オコエ瑠偉,.317,4,1,2,0,1,1,0,0,0,0,中安,,右２,四球,,,二直,,空三振,,,
楽天,オリックス,Koboパーク宮城,9/21,0,1,2,2,,,0,0,0,(遊二),藤田一也,.252,4,1,1,0,1,0,1,0,0,0,投犠打,,遊ゴロ,二ゴロ,,,三安,,空三振,,,
楽天,オリックス,Koboパーク宮城,9/21,0,1,3,3,,守,0,0,0,(一),アマダー,.238,3,2,1,2,1,1,0,0,0,1,見三振,,四球,,三ゴロ,,中本(2),,,,,
楽天,オリックス,Koboパーク宮城,9/21,0,1,,3,守,,0,0,0,遊,阿部俊人,.176,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,オリックス,Koboパーク宮城,9/21,0,1,4,4,,,0,0,0,(指),ペゲーロ,.292,2,0,0,0,1,2,0,0,0,0,四球,,四球,,左飛,,空三振,,,,,
楽天,オリックス,Koboパーク宮城,9/21,0,1,5,5,,,0,0,0,(二一),銀次,.290,4,0,1,2,2,0,0,0,0,0,空三振,,中安,,遊飛,,,空三振,,,,
楽天,オリックス,Koboパーク宮城,9/21,0,1,6,6,,,0,0,0,(三),ウィーラー,.266,4,0,1,0,1,0,0,0,0,0,,左安,遊ゴロ,,,三飛,,空三振,,,,
楽天,オリックス,Koboパーク宮城,9/21,0,1,7,7,,,0,0,0,(中),島内宏明,.260,4,0,0,0,1,0,0,0,0,0,,左飛,,投ゴロ,,中飛,,空三振,,,,
楽天,オリックス,Koboパーク宮城,9/21,0,1,8,8,,,0,0,0,(左),聖澤諒,.239,4,0,1,0,2,0,0,0,0,0,,投併打,,見三振,,空三振,,,中安,,,
楽天,オリックス,Koboパーク宮城,9/21,0,1,9,9,,打,0,0,0,(捕),嶋基宏,.203,2,0,0,0,0,1,0,0,0,0,,,遊ゴロ,四球,,,右飛,,,,,
楽天,オリックス,Koboパーク宮城,9/21,0,1,,9,打,,0,0,0,打,岡島豪郎,.261,1,0,0,0,1,0,0,0,0,0,,,,,,,,,見三振,,,
楽天,オリックス,Koboパーク宮城,9/21,0,1,,10,,投,0,0,0,(投),岸孝之,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,オリックス,Koboパーク宮城,9/21,0,1,,10,投,投,0,0,0,投,福山博之,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,オリックス,Koboパーク宮城,9/21,0,1,,10,投,,0,0,0,投,ハーマン,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,ソフトバンク,ヤフオクドーム,9/23,1,1,1,1,,,0,0,0,(中),オコエ瑠偉,.304,5,0,0,0,4,0,0,0,0,0,空三振,,空三振,,二飛,,見三振,,空三振,,,
楽天,ソフトバンク,ヤフオクドーム,9/23,1,1,2,2,,,0,0,0,(二),藤田一也,.247,5,0,0,0,2,0,0,0,0,0,左飛,,空三振,,,空三振,二ゴロ,,一飛,,,
楽天,ソフトバンク,ヤフオクドーム,9/23,1,1,3,3,,走,0,0,0,(指),アマダー,.241,3,0,2,0,0,0,0,0,0,0,中飛,,,中安,,左安,,,,,,
楽天,ソフトバンク,ヤフオクドーム,9/23,1,1,,3,走,打,0,0,0,走指,田中和基,.132,1,1,0,0,1,0,0,0,0,0,,,,,,,空三振,,,,,
楽天,ソフトバンク,ヤフオクドーム,9/23,1,1,,3,打,,0,0,0,打指,聖澤諒,.243,1,0,1,0,0,0,0,0,0,0,,,,,,,,,右２,,,
楽天,ソフトバンク,ヤフオクドーム,9/23,1,1,4,4,,守,0,0,0,(右),ペゲーロ,.290,3,1,0,0,1,1,0,0,0,0,,二ゴロ,,二併打,,四球,,空三振,,,,
楽天,ソフトバンク,ヤフオクドーム,9/23,1,1,,4,守,,0,0,0,右,岡島豪郎,.260,1,0,0,0,0,0,0,0,0,0,,,,,,,,,中飛,,,
楽天,ソフトバンク,ヤフオクドーム,9/23,1,1,5,5,,,0,0,0,(左),島内宏明,.260,3,0,1,1,0,1,0,0,0,0,,遊飛,,左飛,,中安,,四球,,,,
楽天,ソフトバンク,ヤフオクドーム,9/23,1,1,6,6,,,0,0,0,(三),ウィーラー,.269,2,1,2,1,0,2,0,0,0,1,,左本(1),,,四球,死球,,左安,,,,
楽天,ソフトバンク,ヤフオクドーム,9/23,1,1,7,7,,,0,0,0,(一),銀次,.289,4,0,1,1,0,0,0,0,0,0,,左飛,,,二併打,一野選,,左安,,,,
楽天,ソフトバンク,ヤフオクドーム,9/23,1,1,8,8,,,0,0,0,(遊),茂木栄五郎,.291,3,0,1,0,0,1,0,0,1,0,,,遊安,,四球,遊ゴロ,,遊邪飛,,,,
楽天,ソフトバンク,ヤフオクドーム,9/23,1,1,9,9,,,0,0,0,(捕),嶋基宏,.205,3,0,1,0,1,0,1,0,0,0,,,投犠打,,中安,二ゴロ,,空三振,,,,
楽天,ソフトバンク,ヤフオクドーム,9/23,1,1,,10,,投,0,0,0,(投),塩見貴洋,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,ソフトバンク,ヤフオクドーム,9/23,1,1,,10,投,投,0,0,0,投,青山浩二,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,ソフトバンク,ヤフオクドーム,9/23,1,1,,10,投,投,0,0,0,投,ハーマン,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,ソフトバンク,ヤフオクドーム,9/23,1,1,,10,投,投,0,0,0,投,高梨雄平,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,ソフトバンク,ヤフオクドーム,9/23,1,1,,10,投,投,0,0,0,投,福山博之,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,ソフトバンク,ヤフオクドーム,9/23,1,1,,10,投,,0,0,0,投,松井裕樹,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,ソフトバンク,ヤフオクドーム,9/24,1,0,1,1,,打,0,0,0,(右),オコエ瑠偉,.299,2,0,0,0,1,0,1,0,0,0,空三振,,一飛,,,一犠打,,,,,,
楽天,ソフトバンク,ヤフオクドーム,9/24,1,0,,1,打,,0,0,0,打左,聖澤諒,.242,1,0,0,0,0,0,0,0,0,0,,,,,,,,遊ゴロ,,,,
楽天,ソフトバンク,ヤフオクドーム,9/24,1,0,2,2,,,0,0,0,(二),藤田一也,.242,4,0,0,0,2,0,0,0,0,0,空三振,,左飛,,,空三振,,左飛,,,,
楽天,ソフトバンク,ヤフオクドーム,9/24,1,0,3,3,,,0,0,0,(一),銀次,.287,4,0,0,0,1,0,0,0,0,0,遊ゴロ,,,二ゴロ,,一ゴロ,,空三振,,,,
楽天,ソフトバンク,ヤフオクドーム,9/24,1,0,4,4,,,0,0,0,(指),ペゲーロ,.288,3,1,0,0,2,1,0,0,0,0,,見三振,,空三振,,,四球,,一ゴロ,,,
楽天,ソフトバンク,ヤフオクドーム,9/24,1,0,5,5,,,0,0,0,(中),島内宏明,.262,4,1,2,0,0,0,0,0,0,0,,中安,,左飛,,,左安,,遊ゴロ,,,
楽天,ソフトバンク,ヤフオクドーム,9/24,1,0,6,6,,,0,0,0,(三),ウィーラー,.268,4,0,1,0,1,0,0,0,1,0,,三飛,,,三安,,遊飛,,空三振,,,
楽天,ソフトバンク,ヤフオクドーム,9/24,1,0,7,7,,,0,0,0,(左右),岡島豪郎,.258,3,0,0,0,1,0,0,0,0,0,,左飛,,,三併打,,空三振,,,,,
楽天,ソフトバンク,ヤフオクドーム,9/24,1,0,8,8,,,0,0,0,(遊),茂木栄五郎,.294,3,1,2,3,1,0,0,0,0,1,,,右安,,空三振,,左本(3),,,,,
楽天,ソフトバンク,ヤフオクドーム,9/24,1,0,9,9,,,0,0,0,(捕),嶋基宏,.204,1,0,0,0,0,1,1,0,0,0,,,投犠打,,,四球,二ゴロ,,,,,
楽天,ソフトバンク,ヤフオクドーム,9/24,1,0,,10,,,0,0,0,(投),則本昂大,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,ソフトバンク,ヤフオクドーム,9/25,1,1,1,1,,,0,0,0,(遊),茂木栄五郎,.294,4,1,1,1,2,1,0,0,0,0,四球,右２,,空三振,,二ゴロ,,空三振,,,,
楽天,ソフトバンク,ヤフオクドーム,9/25,1,1,2,2,,走,0,0,0,(二),藤田一也,.247,4,0,2,2,0,0,1,0,0,0,捕犠打,二飛,,二ゴロ,,左安,,中２,,,,
楽天,ソフトバンク,ヤフオクドーム,9/25,1,1,,2,走,,0,0,0,走二,阿部俊人,.176,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,ソフトバンク,ヤフオクドーム,9/25,1,1,3,3,,,0,0,0,(中左),島内宏明,.259,5,0,0,0,1,0,0,0,0,0,空三振,,三ゴロ,,遊直,三直,,一ゴロ,,,,
楽天,ソフトバンク,ヤフオクドーム,9/25,1,1,4,4,,,0,0,0,(指),ペゲーロ,.290,4,2,2,0,1,1,0,0,0,0,四球,,中安,,三安,,空三振,投ゴロ,,,,
楽天,ソフトバンク,ヤフオクドーム,9/25,1,1,5,5,,,0,0,0,(一),銀次,.288,5,1,2,2,0,0,0,0,0,0,中２,,左安,,左飛,,遊ゴロ,,投ゴロ,,,
楽天,ソフトバンク,ヤフオクドーム,9/25,1,1,6,6,,守,0,0,0,(三),ウィーラー,.268,4,1,1,3,3,0,0,0,0,1,空三振,,左本(3),,見三振,,空三振,,,,,
楽天,ソフトバンク,ヤフオクドーム,9/25,1,1,,6,守,,0,0,0,三,中川大志,.143,1,0,0,0,1,0,0,0,0,0,,,,,,,,,空三振,,,
楽天,ソフトバンク,ヤフオクドーム,9/25,1,1,7,7,,守,0,0,0,(左),聖澤諒,.244,2,2,1,0,0,1,0,0,0,0,,四球,右飛,,,左安,,,,,,
楽天,ソフトバンク,ヤフオクドーム,9/25,1,1,,7,守,,0,0,0,中,オコエ瑠偉,.297,1,1,0,0,1,1,0,0,0,0,,,,,,,,死球,空三振,,,
楽天,ソフトバンク,ヤフオクドーム,9/25,1,1,8,8,,,0,0,0,(右),岡島豪郎,.257,1,1,0,0,0,1,2,0,0,0,,投犠打,一ゴロ,,,捕犠打,,四球,,,,
楽天,ソフトバンク,ヤフオクドーム,9/25,1,1,9,9,,,0,1,0,(捕),嶋基宏,.205,3,1,1,2,1,1,0,0,0,0,,見三振,,左飛,,四球,,右２,,,,
楽天,ソフトバンク,ヤフオクドーム,9/25,1,1,,10,,投,0,0,0,(投),美馬学,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,ソフトバンク,ヤフオクドーム,9/25,1,1,,10,投,投,0,0,0,投,高梨雄平,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,ソフトバンク,ヤフオクドーム,9/25,1,1,,10,投,投,0,0,0,投,入野貴大,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,ソフトバンク,ヤフオクドーム,9/25,1,1,,10,投,,0,0,0,投,濱矢廣大,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,日本ハム,札幌ドーム,9/28,1,1,1,1,,,0,0,0,(遊),茂木栄五郎,.292,5,0,1,0,1,0,0,0,0,0,見三振,遊ゴロ,,遊ゴロ,,一安,,,左飛,,,
楽天,日本ハム,札幌ドーム,9/28,1,1,2,2,,,0,0,0,(二),藤田一也,.255,4,1,3,1,1,1,0,1,0,0,二安,左安,,中安,,,四球,,見三振,,,
楽天,日本ハム,札幌ドーム,9/28,1,1,3,3,,,0,0,0,(指),アマダー,.241,5,0,1,0,1,0,0,0,0,0,左安,中飛,,三ゴロ,,,右飛,,空三振,,,
楽天,日本ハム,札幌ドーム,9/28,1,1,4,4,,,0,0,0,(右),ペゲーロ,.288,4,0,0,0,3,0,0,0,0,0,空三振,,遊ゴロ,,見三振,,空三振,,,,,
楽天,日本ハム,札幌ドーム,9/28,1,1,5,5,,,0,0,0,(一),銀次,.288,4,0,1,1,0,0,0,0,0,0,二安,,二ゴロ,,遊ゴロ,,二ゴロ,,,,,
楽天,日本ハム,札幌ドーム,9/28,1,1,6,6,,,0,0,0,(三),ウィーラー,.270,4,1,2,0,0,0,0,0,0,0,中安,,二飛,,遊飛,,,左２,,,,
楽天,日本ハム,札幌ドーム,9/28,1,1,7,7,,,0,0,0,(左),島内宏明,.258,2,1,0,0,1,1,1,0,0,0,空三振,,,四球,,一ゴロ,,一犠打,,,,
楽天,日本ハム,札幌ドーム,9/28,1,1,8,8,,,0,0,0,(捕),嶋基宏,.208,2,0,1,1,0,0,2,0,0,0,,中安,,投犠打,,右飛,,投犠打,,,,
楽天,日本ハム,札幌ドーム,9/28,1,1,9,9,,,0,0,0,(中),オコエ瑠偉,.300,2,0,1,0,0,1,1,0,0,0,,投犠打,,四球,,左２,,三ゴロ,,,,
楽天,日本ハム,札幌ドーム,9/28,1,1,,10,,投,0,0,0,(投),岸孝之,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,日本ハム,札幌ドーム,9/28,1,1,,10,投,投,0,0,0,投,高梨雄平,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,日本ハム,札幌ドーム,9/28,1,1,,10,投,投,0,0,0,投,福山博之,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,日本ハム,札幌ドーム,9/28,1,1,,10,投,,0,0,0,投,松井裕樹,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,日本ハム,札幌ドーム,9/29,1,1,1,1,,,0,0,0,(遊),茂木栄五郎,.298,4,1,3,2,1,0,0,0,0,1,二安,,左安,,見三振,,,中本(2),,,,
楽天,日本ハム,札幌ドーム,9/29,1,1,2,2,,,0,0,0,(中),島内宏明,.256,4,0,0,0,1,0,0,0,0,0,捕ゴロ,,一併打,,,空三振,,投直,,,,
楽天,日本ハム,札幌ドーム,9/29,1,1,3,3,,守,0,0,0,(右),ペゲーロ,.285,4,0,0,0,1,0,0,0,0,0,三併打,,,一ゴロ,,遊ゴロ,,空三振,,,,
楽天,日本ハム,札幌ドーム,9/29,1,1,,3,守,,0,0,0,右,田中和基,.132,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,日本ハム,札幌ドーム,9/29,1,1,4,4,,,0,0,0,(三),ウィーラー,.270,4,0,1,0,1,0,0,0,0,0,,空三振,,右安,,三ゴロ,,,一邪飛,,,
楽天,日本ハム,札幌ドーム,9/29,1,1,5,5,,,0,0,0,(指),アマダー,.241,4,1,1,1,0,0,0,0,0,1,,左本(1),,左飛,,,三ゴロ,,遊飛,,,
楽天,日本ハム,札幌ドーム,9/29,1,1,6,6,,守,0,0,0,(一),中川大志,.129,3,0,0,0,1,0,0,0,0,0,,中飛,,右飛,,,見三振,,,,,
楽天,日本ハム,札幌ドーム,9/29,1,1,,6,守,,0,0,0,二,藤田一也,.258,1,0,1,0,0,0,0,0,0,0,,,,,,,,,左安,,,
楽天,日本ハム,札幌ドーム,9/29,1,1,7,7,,,0,0,0,(二一),銀次,.289,4,0,2,0,0,0,0,1,0,0,,左安,,,左安,,投直,,二ゴロ,,,
楽天,日本ハム,札幌ドーム,9/29,1,1,8,8,,,0,0,0,(左),岡島豪郎,.254,3,0,0,0,0,0,0,0,0,0,,中飛,,,右飛,,,二ゴロ,,,,
楽天,日本ハム,札幌ドーム,9/29,1,1,9,9,,,0,0,0,(捕),嶋基宏,.209,3,1,1,0,1,0,0,0,0,0,,,投ゴロ,,空三振,,,右安,,,,
楽天,日本ハム,札幌ドーム,9/29,1,1,,10,,投,0,0,0,(投),藤平尚真,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,日本ハム,札幌ドーム,9/29,1,1,,10,投,投,0,0,0,投,青山浩二,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,日本ハム,札幌ドーム,9/29,1,1,,10,投,投,0,0,0,投,高梨雄平,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,日本ハム,札幌ドーム,9/29,1,1,,10,投,投,0,0,0,投,ハーマン,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,日本ハム,札幌ドーム,9/29,1,1,,10,投,投,0,0,0,投,福山博之,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,日本ハム,札幌ドーム,9/29,1,1,,10,投,,0,0,0,投,松井裕樹,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,ロッテ,Koboパーク宮城,9/30,0,1,1,1,,,0,0,0,(右),岡島豪郎,.253,5,0,1,1,0,0,0,0,0,0,左安,二ゴロ,,,遊失,,投ゴロ,三ゴロ,,,,
楽天,ロッテ,Koboパーク宮城,9/30,0,1,2,2,,,0,0,0,(二),藤田一也,.258,4,1,1,0,1,0,1,1,0,0,遊ゴロ,見三振,,,投犠打,,左安,,遊邪飛,,,
楽天,ロッテ,Koboパーク宮城,9/30,0,1,3,3,,,0,0,0,(遊),茂木栄五郎,.296,5,0,1,0,1,0,0,0,0,0,空三振,,二ゴロ,,左飛,,右安,,左飛,,,
楽天,ロッテ,Koboパーク宮城,9/30,0,1,4,4,,,0,0,0,(三),ウィーラー,.270,4,0,1,1,1,1,0,0,0,0,中安,,遊ゴロ,,敬遠,,左飛,,空三振,,,
楽天,ロッテ,Koboパーク宮城,9/30,0,1,5,5,,,0,0,0,(一),銀次,.289,4,0,1,0,0,0,0,0,0,0,一ゴロ,,左２,,二ゴロ,,,投ゴロ,,,,
楽天,ロッテ,Koboパーク宮城,9/30,0,1,6,6,,走,0,0,0,(指),アマダー,.241,3,0,1,0,1,0,0,0,0,0,,空三振,二飛,,,左安,,,,,,
楽天,ロッテ,Koboパーク宮城,9/30,0,1,,6,走,打,1,0,0,走指,田中和基,.132,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,ロッテ,Koboパーク宮城,9/30,0,1,,6,打,,0,0,0,打指,中川大志,.125,1,0,0,0,1,0,0,0,0,0,,,,,,,,空三振,,,,
楽天,ロッテ,Koboパーク宮城,9/30,0,1,7,7,,,0,0,0,(中),島内宏明,.256,3,2,1,0,1,1,0,1,0,0,,四球,,二ゴロ,,空三振,,右安,,,,
楽天,ロッテ,Koboパーク宮城,9/30,0,1,8,8,,,0,0,0,(左),聖澤諒,.249,4,0,2,1,0,0,0,0,0,0,,遊安,,左飛,,遊ゴロ,,中２,,,,
楽天,ロッテ,Koboパーク宮城,9/30,0,1,9,9,,,0,0,0,(捕),嶋基宏,.207,2,0,0,0,2,2,0,0,0,0,,四球,,見三振,,,空三振,四球,,,,
楽天,ロッテ,Koboパーク宮城,9/30,0,1,,10,,投,0,0,0,(投),塩見貴洋,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,ロッテ,Koboパーク宮城,9/30,0,1,,10,投,投,0,0,0,投,ハーマン,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,ロッテ,Koboパーク宮城,9/30,0,1,,10,投,投,0,0,0,投,高梨雄平,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,ロッテ,Koboパーク宮城,9/30,0,1,,10,投,,0,0,0,投,福山博之,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
楽天,ロッテ,Koboパーク宮城,10/1,0,0,1,1,,,0,0,0,(右),岡島豪郎,.257,3,1,2,0,0,0,1,0,0,0,左安,左飛,,,左２,,一犠打,,,,,
楽天,ロッテ,Koboパーク宮城,10/1,0,0,2,2,,,0,0,0,(二),藤田一也,.256,2,0,0,1,0,0,1,0,0,0,投犠打,,左飛,,一ゴロ,,右犠飛,,,,,
楽天,ロッテ,Koboパーク宮城,10/1,0,0,3,3,,,0,0,0,(遊),茂木栄五郎,.294,3,0,0,0,1,1,0,0,0,0,二ゴロ,,空三振,,四球,,二ゴロ,,,,,
楽天,ロッテ,Koboパーク宮城,10/1,0,0,4,4,,,1,0,0,(三),ウィーラー,.269,1,0,0,0,1,3,0,0,0,0,四球,,空三振,,四球,,,四球,,,,
楽天,ロッテ,Koboパーク宮城,10/1,0,0,5,5,,,0,0,0,(一),銀次,.289,4,0,1,1,2,0,0,0,0,0,右安,,,遊ゴロ,空三振,,,見三振,,,,
楽天,ロッテ,Koboパーク宮城,10/1,0,0,6,6,,,0,0,0,(指),アマダー,.239,4,0,0,0,1,0,0,0,0,0,一邪飛,,,右邪飛,,遊飛,,見三振,,,,
