自TM,相手TM,球場,日付,HA,ナ,先,順,途,交,CB,捕逸,代点,守備,名前,打率,打数,得点,安打,打点,三振,四死,犠打,盗塁,失策,本塁打,1回,2回,3回,4回,5回,6回,7回,8回,9回,10回,11回,12回
巨人,ＤｅＮＡ,東京ドーム,8/18,0,1,8,8,,打,0,0,0,(捕),小林誠司,.199,2,0,0,0,1,0,0,0,0,0,,,一ゴロ,,見三振,,,,,,,
巨人,ＤｅＮＡ,東京ドーム,8/18,0,1,,8,打,,0,0,0,打捕,宇佐見真吾,.429,2,2,1,2,1,1,0,0,0,1,,,,,,,四球,空三振,,右本(2),,
巨人,ＤｅＮＡ,東京ドーム,8/18,0,1,9,9,,投,0,0,0,(投),田口麗斗,.105,2,0,0,0,0,0,0,0,0,0,,,投ゴロ,,二ゴロ,,,,,,,
巨人,ＤｅＮＡ,東京ドーム,8/18,0,1,,9,投,打,0,0,0,投,西村健太朗,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,ＤｅＮＡ,東京ドーム,8/18,0,1,,9,打,,0,0,0,打左,橋本到,.244,2,1,1,0,0,0,0,0,0,0,,,,,,,右２,中飛,,,,
巨人,ＤｅＮＡ,東京ドーム,8/19,0,0,1,1,,,0,0,0,(中),陽岱鋼,.315,4,0,2,2,1,0,0,0,0,0,右２,,三ゴロ,,右２,,空三振,,,,,
巨人,ＤｅＮＡ,東京ドーム,8/19,0,0,2,2,,守,0,0,0,(二),マギー,.314,4,1,1,4,0,0,0,0,0,1,二ゴロ,,遊ゴロ,,右飛,,右本(4),,,,,
巨人,ＤｅＮＡ,東京ドーム,8/19,0,0,,2,守,,0,0,0,二,寺内崇幸,.167,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,ＤｅＮＡ,東京ドーム,8/19,0,0,3,3,,,0,0,0,(遊),坂本勇人,.317,4,0,0,0,1,0,0,0,0,0,遊ゴロ,,,右飛,,三ゴロ,空三振,,,,,
巨人,ＤｅＮＡ,東京ドーム,8/19,0,0,4,4,,,0,0,0,(一),阿部慎之助,.259,4,0,0,0,1,0,0,0,0,0,二ゴロ,,,空三振,,右飛,,一ゴロ,,,,
巨人,ＤｅＮＡ,東京ドーム,8/19,0,0,5,5,,,0,0,0,(三),村田修一,.266,4,0,1,0,2,0,0,0,0,0,,中安,,二ゴロ,,空三振,,空三振,,,,
巨人,ＤｅＮＡ,東京ドーム,8/19,0,0,6,6,,,0,0,0,(左),亀井善行,.244,2,1,1,0,0,2,0,0,0,0,,左飛,,,中２,,四球,四球,,,,
巨人,ＤｅＮＡ,東京ドーム,8/19,0,0,7,7,,,0,0,0,(右),長野久義,.267,3,2,1,0,2,1,0,0,0,0,,空三振,,,死球,,中２,見三振,,,,
巨人,ＤｅＮＡ,東京ドーム,8/19,0,0,8,8,,,0,1,0,(捕),小林誠司,.198,2,2,0,0,0,1,0,0,0,0,,三ゴロ,,,三ゴロ,,四球,,,,,
巨人,ＤｅＮＡ,東京ドーム,8/19,0,0,9,9,,投,0,0,0,(投),菅野智之,.220,2,0,0,0,1,0,1,0,0,0,,,三ゴロ,,投犠打,,見三振,,,,,
巨人,ＤｅＮＡ,東京ドーム,8/19,0,0,,9,投,,0,0,0,投,マシソン,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,ＤｅＮＡ,東京ドーム,8/20,0,0,1,1,,,0,0,0,(中),陽岱鋼,.308,4,1,0,0,3,1,0,0,0,0,四球,空三振,,,三ゴロ,空三振,,見三振,,,,
巨人,ＤｅＮＡ,東京ドーム,8/20,0,0,2,2,,,0,0,0,(二一),マギー,.316,3,2,2,0,0,1,0,0,1,0,四球,,二ゴロ,,左２,,右安,,,,,
巨人,ＤｅＮＡ,東京ドーム,8/20,0,0,3,3,,,0,0,0,(遊),坂本勇人,.320,3,2,2,2,0,1,0,0,0,0,左安,,三ゴロ,,中安,,四球,,,,,
巨人,ＤｅＮＡ,東京ドーム,8/20,0,0,4,4,,守,0,0,0,(一),阿部慎之助,.260,3,0,1,1,0,0,0,0,0,0,右犠飛,,二ゴロ,,右安,,一併打,,,,,
巨人,ＤｅＮＡ,東京ドーム,8/20,0,0,,4,守,,0,0,0,二,寺内崇幸,.167,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,ＤｅＮＡ,東京ドーム,8/20,0,0,5,5,,,0,0,0,(三),村田修一,.274,4,1,3,3,0,0,0,0,0,1,右本(2),,,中安,右安,,投ゴロ,,,,,
巨人,ＤｅＮＡ,東京ドーム,8/20,0,0,6,6,,,0,0,0,(右),長野久義,.268,2,0,1,0,0,2,0,0,0,0,遊ゴロ,,,四球,四球,,,左安,,,,
巨人,ＤｅＮＡ,東京ドーム,8/20,0,0,7,7,,守,0,0,0,(左),石川慎吾,.248,3,0,0,0,1,0,0,0,0,0,空三振,,,三ゴロ,遊ゴロ,,,,,,,
巨人,ＤｅＮＡ,東京ドーム,8/20,0,0,,7,守,,0,0,0,左,橋本到,.244,0,0,0,0,0,0,1,0,0,0,,,,,,,,捕犠打,,,,
巨人,ＤｅＮＡ,東京ドーム,8/20,0,0,8,8,,,0,0,0,(捕),小林誠司,.196,3,0,0,0,0,1,0,0,0,0,,遊ゴロ,,捕ゴロ,,遊ゴロ,,四球,,,,
巨人,ＤｅＮＡ,東京ドーム,8/20,0,0,9,9,,打,0,0,0,(投),畠世周,.000,3,0,0,0,3,0,0,0,0,0,,空三振,,,空三振,見三振,,,,,,
巨人,ＤｅＮＡ,東京ドーム,8/20,0,0,,9,打,投,0,0,0,打,相川亮二,.143,1,0,0,0,1,0,0,0,0,0,,,,,,,,空三振,,,,
巨人,ＤｅＮＡ,東京ドーム,8/20,0,0,,9,投,,0,0,0,投,西村健太朗,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,中日,ナゴヤドーム,8/22,1,1,1,1,,,0,0,0,(中),陽岱鋼,.316,5,1,3,0,1,0,0,1,0,0,投安,,空三振,三ゴロ,,右安,中安,,,,,
巨人,中日,ナゴヤドーム,8/22,1,1,2,2,,,0,0,0,(二一),マギー,.314,3,1,0,0,1,2,0,0,0,0,空三振,,四球,一ゴロ,,四球,二併打,,,,,
巨人,中日,ナゴヤドーム,8/22,1,1,3,3,,守,0,0,0,(遊),坂本勇人,.319,4,2,1,1,0,1,0,1,0,0,四球,,左２,,遊ゴロ,二ゴロ,,右飛,,,,
巨人,中日,ナゴヤドーム,8/22,1,1,,3,守,,0,0,0,二,山本泰寛,.169,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,中日,ナゴヤドーム,8/22,1,1,4,4,,守,0,0,0,(一),阿部慎之助,.262,5,1,2,3,0,0,0,0,0,0,左飛,,右安,,二ゴロ,右安,,二ゴロ,,,,
巨人,中日,ナゴヤドーム,8/22,1,1,,4,守,,0,0,0,遊,寺内崇幸,.167,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,中日,ナゴヤドーム,8/22,1,1,5,5,,,0,0,0,(三),村田修一,.276,5,1,2,0,0,0,0,0,0,0,遊ゴロ,,右安,,左安,右飛,,遊飛,,,,
巨人,中日,ナゴヤドーム,8/22,1,1,6,6,,守,0,0,0,(左),亀井善行,.244,4,1,1,1,0,1,0,0,0,0,,遊飛,一野選,,中安,四球,,,二ゴロ,,,
巨人,中日,ナゴヤドーム,8/22,1,1,,6,守,,0,0,0,左,重信慎之介,.150,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,中日,ナゴヤドーム,8/22,1,1,7,7,,投,0,0,0,(右),長野久義,.268,4,1,1,4,0,1,0,0,0,1,,三ゴロ,二ゴロ,,右本(3),四球,,,三ゴロ,,,
巨人,中日,ナゴヤドーム,8/22,1,1,,7,投,,0,0,0,投,田原誠次,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,中日,ナゴヤドーム,8/22,1,1,8,8,,,0,0,0,(捕),小林誠司,.196,5,0,1,0,0,0,0,0,0,0,,三ゴロ,捕邪飛,,右安,右飛,,,三ゴロ,,,
巨人,中日,ナゴヤドーム,8/22,1,1,9,9,,守,0,0,0,(投),マイコラス,.140,4,1,1,0,3,0,0,0,0,0,,,中安,見三振,空三振,,見三振,,,,,
巨人,中日,ナゴヤドーム,8/22,1,1,,9,守,,0,0,0,右,橋本到,.244,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,中日,ナゴヤドーム,8/23,1,1,1,1,,,0,0,0,(中),陽岱鋼,.311,3,0,0,0,2,1,0,0,0,0,空三振,,,見三振,,二ゴロ,,死球,,,,
巨人,中日,ナゴヤドーム,8/23,1,1,2,2,,,0,0,0,(二),マギー,.313,4,0,1,0,1,0,0,0,0,0,見三振,,,左安,,遊ゴロ,,一併打,,,,
巨人,中日,ナゴヤドーム,8/23,1,1,3,3,,,0,0,0,(遊),坂本勇人,.318,4,1,1,0,1,0,0,0,0,0,三ゴロ,,,空三振,,,左安,,三ゴロ,,,
巨人,中日,ナゴヤドーム,8/23,1,1,4,4,,,0,0,0,(一),阿部慎之助,.264,4,0,2,0,0,0,0,0,0,0,,右安,,左安,,,三飛,,左飛,,,
巨人,中日,ナゴヤドーム,8/23,1,1,5,5,,走,0,0,0,(三),村田修一,.273,3,0,0,0,0,1,0,0,0,0,,三併打,,三ゴロ,,,右飛,,死球,,,
巨人,中日,ナゴヤドーム,8/23,1,1,,5,走,,0,0,0,走,寺内崇幸,.167,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,中日,ナゴヤドーム,8/23,1,1,6,6,,投,0,0,0,(右),長野久義,.269,3,0,1,0,1,0,0,0,0,0,,見三振,,,三ゴロ,,中安,,,,,
巨人,中日,ナゴヤドーム,8/23,1,1,,6,投,打,0,0,0,投,山口鉄也,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,中日,ナゴヤドーム,8/23,1,1,,6,打,,0,0,0,打,亀井善行,.243,1,0,0,0,0,0,0,0,0,0,,,,,,,,,左飛,,,
巨人,中日,ナゴヤドーム,8/23,1,1,7,7,,,0,0,0,(左),石川慎吾,.249,3,0,1,1,0,0,0,0,0,0,,,右邪飛,,遊ゴロ,,右２,,,,,
巨人,中日,ナゴヤドーム,8/23,1,1,8,8,,打,0,0,0,(捕),小林誠司,.195,2,0,0,0,0,0,0,0,0,0,,,遊ゴロ,,中飛,,,,,,,
巨人,中日,ナゴヤドーム,8/23,1,1,,8,打,,0,0,0,打捕,宇佐見真吾,.375,1,0,0,0,0,0,0,0,1,0,,,,,,,二ゴロ,,,,,
巨人,中日,ナゴヤドーム,8/23,1,1,9,9,,投,0,0,0,(投),内海哲也,.063,1,0,0,0,0,0,0,0,0,0,,,二直,,,,,,,,,
巨人,中日,ナゴヤドーム,8/23,1,1,,9,投,打,0,0,0,投,田原誠次,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,中日,ナゴヤドーム,8/23,1,1,,9,打,投,0,0,0,打,中井大介,.230,1,0,0,0,1,0,0,0,0,0,,,,,,空三振,,,,,,
巨人,中日,ナゴヤドーム,8/23,1,1,,9,投,打,0,0,0,投,宮國椋丞,.000,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
巨人,中日,ナゴヤドーム,8/23,1,1,,9,打,,0,0,0,打右,橋本到,.242,1,0,0,0,0,0,0,0,0,0,,,,,,,,一ゴロ,,,,
巨人,阪神,東京ドーム,8/25,0,1,1,1,,,0,0,0,(中),陽岱鋼,.307,3,0,0,0,1,1,0,0,0,0,空三振,,投ゴロ,,右飛,四球,,,,,,
巨人,阪神,東京ドーム,8/25,0,1,2,2,,,0,0,0,(二一),マギー,.315,4,2,2,0,0,0,0,0,0,0,右２,,左飛,,中安,左飛,,,,,,
巨人,阪神,東京ドーム,8/25,0,1,3,3,,,0,0,0,(遊),坂本勇人,.316,3,1,0,0,2,1,0,0,1,0,二ゴロ,,空三振,,四球,空三振,,,,,,
巨人,阪神,東京ドーム,8/25,0,1,4,4,,守,0,0,0,(一),阿部慎之助,.270,4,1,3,2,0,0,0,0,0,0,右安,,,中安,右安,,遊ゴロ,,,,,
巨人,阪神,東京ドーム,8/25,0,1,,4,守,,0,0,0,二,寺内崇幸,.167,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,阪神,東京ドーム,8/25,0,1,5,5,,,0,0,0,(三),村田修一,.274,3,0,1,1,1,1,0,0,0,0,四球,,,右飛,左安,,空三振,,,,,
巨人,阪神,東京ドーム,8/25,0,1,6,6,,,0,0,0,(左),亀井善行,.243,4,0,1,1,0,0,0,0,0,0,右飛,,,一併打,右安,,中飛,,,,,
巨人,阪神,東京ドーム,8/25,0,1,7,7,,打,0,0,0,(右),橋本到,.247,2,1,1,0,1,0,0,0,0,0,,空三振,,,右安,,,,,,,
巨人,阪神,東京ドーム,8/25,0,1,,7,打,,0,0,0,打右,長野久義,.267,2,0,0,0,2,0,0,0,0,0,,,,,空三振,,,空三振,,,,
巨人,阪神,東京ドーム,8/25,0,1,8,8,,投,0,0,0,(捕),宇佐見真吾,.364,3,1,1,2,0,0,0,0,0,1,,二ゴロ,,,右本(2),二ゴロ,,,,,,
巨人,阪神,東京ドーム,8/25,0,1,,8,投,投,0,0,0,投,西村健太朗,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,阪神,東京ドーム,8/25,0,1,,8,投,打,0,0,0,投,マシソン,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,阪神,東京ドーム,8/25,0,1,,8,打,投,0,0,0,打,脇谷亮太,.209,1,0,0,0,1,0,0,0,0,0,,,,,,,,見三振,,,,
巨人,阪神,東京ドーム,8/25,0,1,,8,投,,0,0,0,投,カミネロ,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,阪神,東京ドーム,8/25,0,1,9,9,,打,0,0,0,(投),田口麗斗,.100,2,0,0,0,0,0,0,0,0,0,,二ゴロ,,,三ゴロ,,,,,,,
巨人,阪神,東京ドーム,8/25,0,1,,9,打,,0,0,0,打捕,小林誠司,.197,2,0,1,0,0,0,0,0,0,0,,,,,,右安,,遊ゴロ,,,,
巨人,阪神,東京ドーム,8/26,0,1,1,1,,,0,0,0,(中),陽岱鋼,.306,4,1,1,0,2,0,0,0,0,0,空三振,,遊ゴロ,,空三振,,,遊安,,,,
巨人,阪神,東京ドーム,8/26,0,1,2,2,,,1,0,0,(二),マギー,.315,3,1,1,0,0,1,0,0,0,0,中安,,,四球,遊ゴロ,,,遊飛,,,,
巨人,阪神,東京ドーム,8/26,0,1,3,3,,,0,0,0,(遊),坂本勇人,.315,4,0,1,0,1,0,0,0,1,0,空三振,,,中飛,,三ゴロ,,中安,,,,
巨人,阪神,東京ドーム,8/26,0,1,4,4,,,0,0,0,(一),阿部慎之助,.272,4,1,2,1,0,0,0,0,0,0,,中飛,,中安,,二ゴロ,,右安,,,,
巨人,阪神,東京ドーム,8/26,0,1,5,5,,,0,0,0,(三),村田修一,.273,4,1,1,1,0,0,0,0,0,0,,遊ゴロ,,中２,,三ゴロ,,遊ゴロ,,,,
巨人,阪神,東京ドーム,8/26,0,1,6,6,,,0,0,0,(右),長野久義,.264,4,0,0,0,2,0,0,0,0,0,,空三振,,空三振,,,二ゴロ,,二飛,,,
巨人,阪神,東京ドーム,8/26,0,1,7,7,,打,0,0,0,(左),石川慎吾,.255,3,0,2,2,1,0,0,0,0,0,,,中安,中２,,,空三振,,,,,
巨人,阪神,東京ドーム,8/26,0,1,,7,打,,0,0,0,打,亀井善行,.242,1,0,0,0,1,0,0,0,0,0,,,,,,,,,空三振,,,
巨人,阪神,東京ドーム,8/26,0,1,8,8,,,0,0,0,(捕),宇佐見真吾,.267,4,0,0,0,3,0,0,0,0,0,,,空三振,一ゴロ,,,空三振,,空三振,,,
巨人,阪神,東京ドーム,8/26,0,1,9,9,,打,0,0,0,(投),谷岡竜平,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,阪神,東京ドーム,8/26,0,1,,9,打,投,0,0,0,打,中井大介,.229,1,0,0,0,0,0,0,0,0,0,,,三ゴロ,,,,,,,,,
巨人,阪神,東京ドーム,8/26,0,1,,9,投,打,0,0,0,投,中川皓太,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,阪神,東京ドーム,8/26,0,1,,9,打,投,0,0,0,打,相川亮二,.139,1,0,0,0,0,0,0,0,0,0,,,,,中飛,,,,,,,
巨人,阪神,東京ドーム,8/26,0,1,,9,投,投,0,0,0,投,田原誠次,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,阪神,東京ドーム,8/26,0,1,,9,投,打,0,0,0,投,山口鉄也,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,阪神,東京ドーム,8/26,0,1,,9,打,投,0,0,0,打,脇谷亮太,.205,1,0,0,0,0,0,0,0,0,0,,,,,,,,二ゴロ,,,,
巨人,阪神,東京ドーム,8/26,0,1,,9,投,,0,0,0,投,宮國椋丞,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,阪神,東京ドーム,8/27,0,0,1,1,,,1,0,0,(中),陽岱鋼,.305,4,1,1,2,3,1,0,0,0,0,見三振,,四球,,,見三振,中安,空三振,,,,
巨人,阪神,東京ドーム,8/27,0,0,2,2,,,0,0,0,(二三),マギー,.315,4,0,1,1,1,0,0,0,0,0,中安,,見三振,,,右飛,二野選,,,,,
巨人,阪神,東京ドーム,8/27,0,0,3,3,,,0,0,0,(遊),坂本勇人,.314,2,0,0,0,1,2,0,0,0,0,空三振,,,四球,,三ゴロ,四球,,,,,
巨人,阪神,東京ドーム,8/27,0,0,4,4,,,0,0,0,(一),阿部慎之助,.273,3,0,1,1,0,0,0,0,0,0,右安,,,中飛,,,二ゴロ/左犠飛,,,,,
巨人,阪神,東京ドーム,8/27,0,0,5,5,,走,0,0,0,(三),村田修一,.271,2,0,0,0,1,1,0,0,0,0,左飛,,,空三振,,,死球,,,,,
巨人,阪神,東京ドーム,8/27,0,0,,5,走,投,0,0,0,走,重信慎之介,.148,1,1,0,0,0,0,0,1,0,0,,,,,,,二ゴロ,,,,,
巨人,阪神,東京ドーム,8/27,0,0,,5,投,投,0,0,0,投,マシソン,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,阪神,東京ドーム,8/27,0,0,,5,投,,0,0,0,投,カミネロ,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,阪神,東京ドーム,8/27,0,0,6,6,,走,0,0,0,(左),亀井善行,.243,3,0,1,1,1,0,0,0,0,0,,遊ゴロ,,見三振,,,右２,,,,,
巨人,阪神,東京ドーム,8/27,0,0,,6,走,,0,0,0,走左,橋本到,.245,1,1,0,0,0,0,0,0,0,0,,,,,,,,遊ゴロ,,,,
巨人,阪神,東京ドーム,8/27,0,0,7,7,,,0,0,0,(右),長野久義,.262,3,1,0,0,0,1,0,0,0,0,,一ゴロ,,,三ゴロ,,四球,遊ゴロ,,,,
巨人,阪神,東京ドーム,8/27,0,0,8,8,,,0,0,0,(捕),小林誠司,.201,4,1,2,1,1,0,0,0,0,0,,三ゴロ,,,空三振,,二安,右安,,,,
巨人,阪神,東京ドーム,8/27,0,0,9,9,,打,0,0,0,(投),畠世周,.000,2,0,0,0,2,0,0,0,0,0,,,見三振,,空三振,,,,,,,
巨人,阪神,東京ドーム,8/27,0,0,,9,打,守,0,0,0,打,脇谷亮太,.222,1,1,1,0,0,0,0,0,0,0,,,,,,,右安,,,,,
巨人,阪神,東京ドーム,8/27,0,0,,9,守,,0,0,0,二,寺内崇幸,.211,1,0,1,0,0,0,0,0,0,0,,,,,,,,左２,,,,
巨人,広島,東京ドーム,8/29,0,1,1,1,,,0,0,0,(中),陽岱鋼,.300,3,0,0,0,0,2,0,0,0,0,二ゴロ,,四球,遊ゴロ,,四球,,,中飛,,,
巨人,広島,東京ドーム,8/29,0,1,2,2,,,0,0,0,(二),マギー,.313,5,0,1,0,1,0,0,0,0,0,三ゴロ,,中２,,三ゴロ,二ゴロ,,,見三振,,,
巨人,広島,東京ドーム,8/29,0,1,3,3,,,0,0,0,(遊),坂本勇人,.310,5,0,0,0,0,0,0,0,0,0,二ゴロ,,一邪飛,,中飛,,中飛,,中飛,,,
巨人,広島,東京ドーム,8/29,0,1,4,4,,,0,0,0,(一),阿部慎之助,.275,4,0,2,0,0,0,0,0,0,0,,右飛,右飛,,中安,,右安,,,,,
巨人,広島,東京ドーム,8/29,0,1,5,5,,,0,0,0,(三),村田修一,.272,3,1,1,1,1,1,0,0,0,1,,左本(1),遊ゴロ,,四球,,見三振,,,,,
巨人,広島,東京ドーム,8/29,0,1,6,6,,,0,0,0,(左),亀井善行,.245,3,0,1,0,0,1,0,0,0,0,,四球,,中安,投ゴロ,,左飛,,,,,
巨人,広島,東京ドーム,8/29,0,1,7,7,,,0,0,0,(右),長野久義,.265,4,0,2,0,1,0,0,0,0,0,,一安,,遊ゴロ,,左安,,空三振,,,,
巨人,広島,東京ドーム,8/29,0,1,8,8,,打,0,0,0,(捕),小林誠司,.203,2,0,1,0,0,0,1,0,0,0,,捕邪飛,,右安,,投犠打,,,,,,
巨人,広島,東京ドーム,8/29,0,1,,8,打,投,0,0,0,打,脇谷亮太,.217,1,0,0,0,0,0,0,0,0,0,,,,,,,,二ゴロ,,,,
巨人,広島,東京ドーム,8/29,0,1,,8,投,,0,0,0,投,マシソン,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,広島,東京ドーム,8/29,0,1,9,9,,投,0,0,0,(投),マイコラス,.132,3,0,0,0,2,0,0,0,0,0,,見三振,,バ三振,,二飛,,,,,,
巨人,広島,東京ドーム,8/29,0,1,,9,投,打,0,0,0,投,西村健太朗,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,広島,東京ドーム,8/29,0,1,,9,打,,0,0,0,打捕,宇佐見真吾,.250,1,0,0,0,0,0,0,0,0,0,,,,,,,,遊ゴロ,,,,
巨人,広島,東京ドーム,8/30,0,1,1,1,,,0,0,0,(中),陽岱鋼,.300,4,0,1,1,0,0,0,0,0,0,中飛,三ゴロ,,中飛,,,中２,,,,,
巨人,広島,東京ドーム,8/30,0,1,2,2,,,0,0,0,(二一),マギー,.316,3,1,2,1,0,1,0,0,0,0,中飛,右安,,,中２,,四球,,,,,
巨人,広島,東京ドーム,8/30,0,1,3,3,,,0,0,0,(遊),坂本勇人,.310,4,0,1,0,0,0,0,0,0,0,中安,一ゴロ,,,投直,,左飛,,,,,
巨人,広島,東京ドーム,8/30,0,1,4,4,,守,0,0,0,(一),阿部慎之助,.272,4,0,0,0,0,0,0,0,0,0,中飛,,三邪飛,,遊ゴロ,,一ゴロ,,,,,
巨人,広島,東京ドーム,8/30,0,1,,4,守,,0,0,0,二,寺内崇幸,.211,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
巨人,広島,東京ドーム,8/30,0,1,5,5,,,0,0,0,(三),村田修一,.275,4,1,2,1,2,0,0,0,0,0,,右安,空三振,,左安,,,空三振,,,,
巨人,広島,東京ドーム,8/30,0,1,6,6,,走,0,0,0,(左),亀井善行,.250,4,1,2,0,0,0,0,0,0,0,,左安,左飛,,,左飛,,右安,,,,
巨人,広島,東京ドーム,8/30,0,1,,6,走,,0,0,0,走左,重信慎之介,.148,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,広島,東京ドーム,8/30,0,1,7,7,,投,0,0,0,(右),長野久義,.263,3,0,0,0,0,0,0,0,0,0,,遊飛,,中飛,,右飛,,,,,,
巨人,広島,東京ドーム,8/30,0,1,,7,投,打,0,0,0,投,マシソン,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,広島,東京ドーム,8/30,0,1,,7,打,投,0,0,0,打,脇谷亮太,.213,1,0,0,0,0,0,0,0,0,0,,,,,,,,遊ゴロ,,,,
巨人,広島,東京ドーム,8/30,0,1,,7,投,,0,0,0,投,カミネロ,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,広島,東京ドーム,8/30,0,1,8,8,,,0,0,0,(捕),小林誠司,.207,3,2,2,1,0,1,0,0,0,1,,中安,,左本(1),,一邪飛,,四球,,,,
巨人,広島,東京ドーム,8/30,0,1,9,9,,投,0,0,0,(投),宮國椋丞,.083,2,0,1,1,1,0,0,0,0,0,,左安,,空三振,,,,,,,,
巨人,広島,東京ドーム,8/30,0,1,,9,投,投,0,0,0,投,山口鉄也,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,広島,東京ドーム,8/30,0,1,,9,投,投,0,0,0,投,田原誠次,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,広島,東京ドーム,8/30,0,1,,9,投,守,0,0,0,投,西村健太朗,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,広島,東京ドーム,8/30,0,1,,9,守,,0,0,0,右,橋本到,.250,2,0,1,1,0,0,0,0,0,0,,,,,,,二直,右２,,,,
巨人,広島,東京ドーム,8/31,0,1,1,1,,,0,0,0,(中),陽岱鋼,.296,3,0,0,0,1,1,0,0,0,0,三ゴロ,,見三振,遊ゴロ,,,四球,,,,,
巨人,広島,東京ドーム,8/31,0,1,2,2,,,0,0,0,(二一),マギー,.315,4,1,1,0,0,0,0,0,0,0,中飛,,遊安,,遊ゴロ,,左飛,,,,,
巨人,広島,東京ドーム,8/31,0,1,3,3,,,0,0,0,(遊),坂本勇人,.309,4,0,1,0,1,0,0,0,0,0,右２,,右飛,,左飛,,,見三振,,,,
巨人,広島,東京ドーム,8/31,0,1,4,4,,守,0,0,0,(一),阿部慎之助,.270,3,1,0,0,0,1,0,0,0,0,右飛,,四球,,二ゴロ,,,三飛,,,,
巨人,広島,東京ドーム,8/31,0,1,,4,守,,0,0,0,二,寺内崇幸,.211,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,広島,東京ドーム,8/31,0,1,5,5,,,0,0,0,(三),村田修一,.272,3,0,0,0,1,1,0,0,0,0,,空三振,四球,,,二飛,,遊ゴロ,,,,
巨人,広島,東京ドーム,8/31,0,1,6,6,,,0,0,0,(左),亀井善行,.251,3,0,1,2,1,0,0,0,0,0,,見三振,右安,,,二ゴロ,,,,,,
巨人,広島,東京ドーム,8/31,0,1,7,7,,,0,0,0,(右),長野久義,.263,3,1,1,1,1,0,0,0,0,1,,左本(1),空三振,,,遊ゴロ,,,,,,
巨人,広島,東京ドーム,8/31,0,1,8,8,,,0,0,0,(捕),小林誠司,.205,3,0,0,0,0,0,0,0,0,0,,投失,,三ゴロ,,,遊ゴロ,,,,,
巨人,広島,東京ドーム,8/31,0,1,9,9,,打,0,0,0,(投),田口麗斗,.095,2,0,0,0,0,0,0,0,0,0,,右飛,,一ゴロ,,,,,,,,
巨人,広島,東京ドーム,8/31,0,1,,9,打,投,0,0,0,打,石川慎吾,.253,1,0,0,0,0,0,0,0,0,0,,,,,,,右飛,,,,,
巨人,広島,東京ドーム,8/31,0,1,,9,投,投,0,0,0,投,マシソン,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,広島,東京ドーム,8/31,0,1,,9,投,,0,0,0,投,カミネロ,.000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
巨人,ＤｅＮＡ,横浜,9/1,1,1,1,1,,投,0,0,0,(中),陽岱鋼,.298,5,0,2,0,0,0,0,0,0,0,遊ゴロ,,一ゴロ,,中安,,左２,三ゴロ,,,,
