自TM,相手TM,球場,日付,先,完投,完封,無四球,暴投,ボーク,基準,HA,ナ,回,攻撃,援護,分数,勝敗,名前,防御率,回数,打者,投球,安打,被本,三振,四死,失点,自責,T責除
ロッテ,楽天,ZOZOマリン,7/5,,0,0,0,0,0,158,0,1,9,1,0,1    ,,益田直也,4.66,1,4,17,1,0,1,0,0,0,
ロッテ,楽天,ZOZOマリン,7/5,,0,0,0,0,0,158,0,1,9,1,0,1    ,,大谷智久,4.13,1,3,12,0,0,0,0,0,0,
ロッテ,楽天,ZOZOマリン,7/5,,0,0,0,0,0,158,0,1,9,0,0,0 1/3,,内竜也,1.63,0.1,4,13,3,1,0,0,3,3,
ロッテ,楽天,ZOZOマリン,7/5,,0,0,0,1,0,158,0,1,9,0,0,0 2/3,,チェン・グァンユウ,3.71,0.2,4,20,0,0,2,2,0,0,
ロッテ,オリックス,ほっと神戸,7/7,1,0,0,0,1,0,159,1,1,9,8,1,7    ,,涌井秀章,4.15,7,31,120,8,0,4,2,1,1,
ロッテ,オリックス,ほっと神戸,7/7,,0,0,0,0,0,159,1,1,9,2,0,1    ,○,大谷智久,3.99,1,4,12,1,0,1,0,0,0,
ロッテ,オリックス,ほっと神戸,7/7,,0,0,0,0,0,159,1,1,9,2,0,1    ,S,内竜也,1.57,1,4,17,0,0,0,1,0,0,
ロッテ,オリックス,ほっと神戸,7/8,1,0,0,0,0,0,161,1,0,9,8,5,7 1/3,○,唐川侑己,4.31,7.1,27,102,2,0,6,2,2,1,
ロッテ,オリックス,ほっと神戸,7/8,,0,0,0,0,0,161,1,0,9,1,0,0 2/3,H,松永昂大,4.08,0.2,1,7,0,0,0,0,0,0,
ロッテ,オリックス,ほっと神戸,7/8,,0,0,0,0,0,161,1,0,9,2,0,1    ,,大谷智久,3.86,1,4,9,1,0,0,1,0,0,
ロッテ,オリックス,京セラD大阪,7/9,1,1,0,1,0,0,163,1,0,9,9,0,8    ,●,石川歩,4.45,8,34,122,12,0,5,0,4,4,
ロッテ,西武,メットライフ,7/10,1,0,0,0,1,0,165,1,1,9,7,3,6 2/3,●,スタンリッジ,5.85,6.2,28,109,7,2,7,2,5,5,
ロッテ,西武,メットライフ,7/10,,0,0,0,0,0,165,1,1,9,1,0,0 1/3,,松永昂大,4.00,0.1,1,3,0,0,0,0,0,0,
ロッテ,西武,メットライフ,7/10,,0,0,0,0,0,165,1,1,9,2,0,1    ,,有吉優樹,3.56,1,3,16,0,0,1,0,0,0,
ロッテ,西武,メットライフ,7/11,1,0,0,0,0,0,167,1,1,9,3,1,2    ,●,二木康太,4.23,2,13,44,7,2,3,0,7,7,
ロッテ,西武,メットライフ,7/11,,0,0,0,2,0,167,1,1,9,3,0,2    ,,高野圭佑,11.81,2,16,66,6,1,2,3,8,8,
ロッテ,西武,メットライフ,7/11,,0,0,0,0,0,167,1,1,9,4,0,3    ,,東條大樹,6.59,3,12,44,4,0,1,1,1,1,
ロッテ,西武,メットライフ,7/11,,0,0,0,0,0,167,1,1,9,2,0,1    ,,宮﨑敦次,4.50,1,4,15,0,0,1,1,0,0,
ロッテ,西武,メットライフ,7/12,1,0,0,0,0,0,169,1,1,9,4,1,3 1/3,●,関谷亮太,5.40,3.1,20,66,6,1,0,4,4,4,
ロッテ,西武,メットライフ,7/12,,0,0,0,0,0,169,1,1,9,2,0,1 1/3,,有吉優樹,3.41,1.1,6,29,1,0,1,1,0,0,
ロッテ,西武,メットライフ,7/12,,0,0,0,0,0,169,1,1,9,2,0,1    ,,松永昂大,3.79,1,3,8,0,0,0,0,0,0,
ロッテ,西武,メットライフ,7/12,,0,0,0,0,0,169,1,1,9,2,0,1 1/3,,益田直也,4.75,1.1,7,26,3,1,1,0,1,1,
ロッテ,西武,メットライフ,7/12,,0,0,0,0,0,169,1,1,9,2,0,1    ,,大谷智久,4.02,1,5,21,2,0,1,0,1,1,
ロッテ,オリックス,ZOZOマリン,7/17,1,0,0,0,0,0,172,0,1,9,6,1,6 1/3,,スタンリッジ,5.24,6.1,27,94,6,0,7,3,1,1,
ロッテ,オリックス,ZOZOマリン,7/17,,0,0,0,0,0,172,0,1,9,0,0,0 2/3,H,松永昂大,3.66,0.2,3,10,0,0,0,1,0,0,
ロッテ,オリックス,ZOZOマリン,7/17,,0,0,0,0,0,172,0,1,9,1,0,1    ,H,大谷智久,3.90,1,3,12,0,0,0,0,0,0,
ロッテ,オリックス,ZOZOマリン,7/17,,0,0,0,0,0,172,0,1,9,1,0,1    ,○,内竜也,1.82,1,5,20,2,1,0,0,1,1,
ロッテ,オリックス,ZOZOマリン,7/18,1,0,0,0,0,0,174,0,1,8,2,0,2 2/3,,唐川侑己,4.18,2.2,9,43,0,0,3,1,0,0,
ロッテ,オリックス,ZOZOマリン,7/18,,0,0,0,0,0,174,0,1,8,1,0,1 1/3,H,東條大樹,6.00,1.1,5,23,1,0,0,1,0,0,
ロッテ,オリックス,ZOZOマリン,7/18,,0,0,0,0,0,174,0,1,8,2,0,2    ,○,有吉優樹,3.21,2,8,27,1,0,0,0,0,0,
ロッテ,オリックス,ZOZOマリン,7/18,,0,0,0,0,0,174,0,1,8,1,0,1    ,H,南昌輝,0.00,1,3,24,0,0,1,0,0,0,
ロッテ,オリックス,ZOZOマリン,7/18,,0,0,0,0,0,174,0,1,8,1,0,1    ,,大谷智久,3.78,1,3,9,0,0,0,0,0,0,
ロッテ,オリックス,ZOZOマリン,7/18,,0,0,0,0,0,174,0,1,8,1,0,1    ,,内竜也,1.76,1,4,19,0,0,0,1,0,0,
ロッテ,ソフトバンク,ヤフオクドーム,7/21,1,0,0,0,0,0,175,1,1,9,8,1,7    ,●,涌井秀章,4.05,7,28,119,4,0,6,4,2,2,
ロッテ,ソフトバンク,ヤフオクドーム,7/21,,0,0,0,0,0,175,1,1,9,2,0,1    ,,益田直也,4.60,1,3,18,1,0,1,0,0,0,
ロッテ,ソフトバンク,ヤフオクドーム,7/22,1,0,0,0,0,0,177,1,0,9,7,0,6 1/3,●,二木康太,3.97,6.1,23,100,4,1,5,0,2,1,
ロッテ,ソフトバンク,ヤフオクドーム,7/22,,0,0,0,0,0,177,1,0,9,1,0,0 2/3,,松永昂大,3.54,0.2,3,15,0,0,0,1,0,0,
ロッテ,ソフトバンク,ヤフオクドーム,7/22,,0,0,0,0,0,177,1,0,9,2,0,1    ,,南昌輝,0.00,1,4,10,1,0,1,0,0,0,
ロッテ,ソフトバンク,ヤフオクドーム,7/23,1,0,0,0,0,0,179,1,0,9,7,3,6 1/3,○,石川歩,4.15,6.1,25,90,6,0,3,0,1,1,
ロッテ,ソフトバンク,ヤフオクドーム,7/23,,0,0,0,0,0,179,1,0,9,1,0,0 1/3,H,松永昂大,3.48,0.1,1,7,0,0,0,0,0,0,
ロッテ,ソフトバンク,ヤフオクドーム,7/23,,0,0,0,0,0,179,1,0,9,1,0,0 1/3,H,益田直也,4.55,0.1,2,11,0,0,1,1,0,0,
ロッテ,ソフトバンク,ヤフオクドーム,7/23,,0,0,0,0,0,179,1,0,9,2,0,1    ,H,大谷智久,3.67,1,3,14,0,0,1,0,0,0,
ロッテ,ソフトバンク,ヤフオクドーム,7/23,,0,0,0,0,0,179,1,0,9,2,0,1    ,S,内竜也,1.71,1,4,21,1,0,2,0,0,0,
ロッテ,日本ハム,釧路,7/25,1,0,0,0,1,0,181,1,0,9,8,4,7    ,○,スタンリッジ,4.56,7,27,108,5,0,3,2,0,0,
ロッテ,日本ハム,釧路,7/25,,0,0,0,0,0,181,1,0,9,1,0,0 2/3,,松永昂大,3.38,0.2,3,16,1,0,2,0,0,0,
ロッテ,日本ハム,釧路,7/25,,0,0,0,0,0,181,1,0,9,1,0,0 1/3,,大谷智久,3.63,0.1,1,5,0,0,0,0,0,0,
ロッテ,日本ハム,釧路,7/25,,0,0,0,0,0,181,1,0,9,1,0,0 2/3,,南昌輝,0.00,0.2,4,17,0,0,0,2,0,0,
ロッテ,日本ハム,釧路,7/25,,0,0,0,0,0,181,1,0,9,1,0,0 1/3,S,内竜也,1.69,0.1,1,2,0,0,0,0,0,0,
ロッテ,日本ハム,帯広,7/26,1,1,0,0,0,0,183,1,0,9,9,2,8    ,●,唐川侑己,4.11,8,33,104,8,1,7,1,4,3,
ロッテ,西武,ZOZOマリン,7/28,1,0,0,0,0,0,186,0,1,9,6,4,6    ,,涌井秀章,3.99,6,22,86,3,1,1,3,2,2,
ロッテ,西武,ZOZOマリン,7/28,,0,0,0,0,0,186,0,1,9,0,0,0 2/3,H,南昌輝,2.70,0.2,4,19,2,1,0,0,1,1,
ロッテ,西武,ZOZOマリン,7/28,,0,0,0,1,0,186,0,1,9,0,0,0 2/3,H,松永昂大,3.27,0.2,3,10,1,0,0,0,0,0,
ロッテ,西武,ZOZOマリン,7/28,,0,0,0,0,0,186,0,1,9,0,0,0 2/3,H,益田直也,4.45,0.2,3,10,0,0,0,1,0,0,
ロッテ,西武,ZOZOマリン,7/28,,0,0,0,0,0,186,0,1,9,1,0,1    ,●,大谷智久,3.53,1,6,20,1,0,0,2,2,0,
ロッテ,西武,ZOZOマリン,7/29,1,0,0,0,0,0,188,0,1,9,6,0,6 1/3,●,二木康太,3.87,6.1,27,107,5,0,7,4,3,2,
ロッテ,西武,ZOZOマリン,7/29,,0,0,0,0,0,188,0,1,9,0,0,0 1/3,,松永昂大,3.22,0.1,2,7,1,0,0,0,0,0,
ロッテ,西武,ZOZOマリン,7/29,,0,0,0,0,0,188,0,1,9,1,0,1 1/3,,有吉優樹,3.09,1.1,5,18,0,0,1,1,0,0,
ロッテ,西武,ZOZOマリン,7/29,,0,0,0,1,0,188,0,1,9,1,0,1    ,,東條大樹,7.31,1,8,28,3,0,1,2,3,3,
ロッテ,西武,ZOZOマリン,7/30,1,0,0,0,0,0,190,0,1,9,5,2,5    ,●,石川歩,4.63,5,25,116,7,0,5,3,7,6,
ロッテ,西武,ZOZOマリン,7/30,,0,0,0,0,0,190,0,1,9,2,0,2    ,,南昌輝,1.69,2,8,41,1,0,1,2,0,0,
ロッテ,西武,ZOZOマリン,7/30,,0,0,0,0,0,190,0,1,9,1,0,1    ,,有吉優樹,3.00,1,3,13,0,0,0,0,0,0,
ロッテ,西武,ZOZOマリン,7/30,,0,0,0,0,0,190,0,1,9,1,0,1    ,,東條大樹,6.88,1,3,14,0,0,0,0,0,0,
ロッテ,日本ハム,ZOZOマリン,8/2,1,0,0,0,0,0,194,0,1,8,6,3,6 1/3,○,スタンリッジ,4.22,6.1,27,112,7,0,3,3,1,1,
ロッテ,日本ハム,ZOZOマリン,8/2,,0,0,0,0,0,194,0,1,8,0,0,0 1/3,H,松永昂大,3.18,0.1,1,3,0,0,0,0,0,0,
ロッテ,日本ハム,ZOZOマリン,8/2,,0,0,0,0,0,194,0,1,8,0,0,0 1/3,H,益田直也,4.41,0.1,2,7,1,0,0,0,0,0,
ロッテ,日本ハム,ZOZOマリン,8/2,,0,0,0,0,0,194,0,1,8,1,0,1    ,H,大谷智久,3.44,1,3,10,1,0,0,0,0,0,
ロッテ,日本ハム,ZOZOマリン,8/2,,0,0,0,0,0,194,0,1,8,1,0,1    ,S,内竜也,1.91,1,5,22,2,0,1,0,1,1,
ロッテ,日本ハム,ZOZOマリン,8/3,1,0,0,0,0,0,196,0,1,9,7,1,7    ,●,唐川侑己,4.01,7,27,116,6,1,6,0,3,2,
ロッテ,日本ハム,ZOZOマリン,8/3,,0,0,0,0,0,196,0,1,9,0,0,0 2/3,,チェン・グァンユウ,3.63,0.2,4,20,2,0,0,0,0,0,
ロッテ,日本ハム,ZOZOマリン,8/3,,0,0,0,0,0,196,0,1,9,0,0,0 1/3,,南昌輝,1.59,0.1,1,3,0,0,0,0,0,0,
ロッテ,日本ハム,ZOZOマリン,8/3,,0,0,0,0,0,196,0,1,9,1,0,1    ,,有吉優樹,2.92,1,6,24,3,0,0,0,0,0,
ロッテ,楽天,Koboパーク宮城,8/4,1,0,0,0,0,0,197,1,1,9,9,2,8    ,,酒居知史,3.20,8,28,100,3,1,8,1,1,1,
ロッテ,楽天,Koboパーク宮城,8/4,,0,0,0,0,0,197,1,1,9,1,0,0 2/3,●,内竜也,2.41,0.2,6,22,2,0,0,2,2,2,
ロッテ,楽天,Koboパーク宮城,8/5,1,0,0,0,0,0,199,1,1,9,6,1,5    ,●,涌井秀章,4.21,5,25,88,9,3,2,1,5,5,
ロッテ,楽天,Koboパーク宮城,8/5,,0,0,0,0,0,199,1,1,9,3,0,2    ,,チェン・グァンユウ,3.44,2,7,27,1,0,3,0,0,0,
ロッテ,楽天,Koboパーク宮城,8/5,,0,0,0,0,0,199,1,1,9,1,0,0 1/3,,有吉優樹,3.38,0.1,3,9,2,0,0,0,2,2,
ロッテ,楽天,Koboパーク宮城,8/5,,0,0,0,0,0,199,1,1,9,1,0,0 2/3,,松永昂大,3.47,0.2,4,12,2,0,1,0,1,1,
ロッテ,楽天,Koboパーク宮城,8/6,1,1,0,0,0,0,201,1,1,9,9,3,9    ,○,二木康太,3.56,9,33,126,4,0,9,2,1,1,
ロッテ,ソフトバンク,ZOZOマリン,8/8,1,0,0,0,0,0,204,0,1,8,6,11,6 1/3,○,石川歩,5.07,6.1,27,96,8,2,4,0,7,7,
ロッテ,ソフトバンク,ZOZOマリン,8/8,,0,0,0,0,0,204,0,1,8,0,0,0 1/3,,有吉優樹,3.58,0.1,3,12,2,0,1,0,1,1,
ロッテ,ソフトバンク,ZOZOマリン,8/8,,0,0,0,0,0,204,0,1,8,0,0,0 2/3,H,松永昂大,3.38,0.2,3,14,1,0,1,0,0,0,
ロッテ,ソフトバンク,ZOZOマリン,8/8,,0,0,0,1,0,204,0,1,8,0,0,0 2/3,,大谷智久,3.38,0.2,2,12,0,0,0,0,0,0,
ロッテ,ソフトバンク,ZOZOマリン,8/8,,0,0,0,0,0,204,0,1,8,1,0,1    ,,南昌輝,1.35,1,3,20,0,0,0,0,0,0,
ロッテ,ソフトバンク,ZOZOマリン,8/9,1,0,0,0,0,0,206,0,1,9,6,2,6    ,●,スタンリッジ,4.25,6,27,115,8,1,6,3,3,3,
ロッテ,ソフトバンク,ZOZOマリン,8/9,,0,0,0,0,0,206,0,1,9,1,0,1    ,,益田直也,4.28,1,3,10,0,0,0,0,0,0,
ロッテ,ソフトバンク,ZOZOマリン,8/9,,0,0,0,0,0,206,0,1,9,2,0,2    ,,チェン・グァンユウ,3.26,2,7,32,1,0,2,0,0,0,
ロッテ,ソフトバンク,ZOZOマリン,8/10,1,0,0,0,0,0,208,0,1,9,5,4,5    ,●,唐川侑己,4.32,5,24,93,7,1,4,2,6,6,
ロッテ,ソフトバンク,ZOZOマリン,8/10,,0,0,0,0,0,208,0,1,9,1,0,1    ,,南昌輝,1.17,1,3,9,0,0,1,0,0,0,
ロッテ,ソフトバンク,ZOZOマリン,8/10,,0,0,0,0,0,208,0,1,9,1,0,1    ,,大谷智久,3.29,1,5,19,1,0,0,1,0,0,
ロッテ,ソフトバンク,ZOZOマリン,8/10,,0,0,0,0,0,208,0,1,9,1,0,1    ,,松永昂大,3.24,1,5,21,2,0,1,0,0,0,
ロッテ,ソフトバンク,ZOZOマリン,8/10,,0,0,0,0,0,208,0,1,9,1,0,1    ,,内竜也,2.34,1,3,12,0,0,1,0,0,0,
ロッテ,西武,ZOZOマリン,8/11,1,0,0,0,0,0,210,0,1,8,5,3,5    ,,酒居知史,3.65,5,25,113,8,2,6,3,3,3,
ロッテ,西武,ZOZOマリン,8/11,,0,0,0,0,0,210,0,1,8,1,0,1    ,H,チェン・グァンユウ,3.18,1,3,15,0,0,1,0,0,0,
ロッテ,西武,ZOZOマリン,8/11,,0,0,0,0,0,210,0,1,8,1,0,1    ,○,有吉優樹,3.49,1,3,7,1,0,0,0,0,0,
ロッテ,西武,ZOZOマリン,8/11,,0,0,0,0,0,210,0,1,8,0,0,0 2/3,H,大谷智久,3.23,0.2,3,12,1,0,0,0,0,0,
ロッテ,西武,ZOZOマリン,8/11,,0,0,0,0,0,210,0,1,8,0,0,0 1/3,H,松永昂大,3.20,0.1,1,2,0,0,0,0,0,0,
ロッテ,西武,ZOZOマリン,8/11,,0,0,0,0,0,210,0,1,8,1,0,1    ,S,益田直也,4.15,1,5,23,2,0,2,0,0,0,
ロッテ,西武,ZOZOマリン,8/12,1,0,0,0,0,0,212,0,1,9,8,0,8    ,●,涌井秀章,4.15,8,30,116,6,2,7,2,3,3,
ロッテ,西武,ZOZOマリン,8/12,,0,0,0,0,0,212,0,1,9,1,0,1    ,,田中靖洋,0.00,1,3,11,0,0,1,0,0,0,
ロッテ,西武,ZOZOマリン,8/13,1,0,0,0,0,0,214,0,1,9,7,3,7    ,,二木康太,3.49,7,27,119,5,0,5,2,2,2,
ロッテ,西武,ZOZOマリン,8/13,,0,0,0,0,0,214,0,1,9,1,0,1    ,H,松永昂大,3.08,1,3,11,0,0,2,0,0,0,
ロッテ,西武,ZOZOマリン,8/13,,0,0,0,0,0,214,0,1,9,0,0,0 1/3,●,益田直也,5.14,0.1,5,23,4,0,0,0,4,4,
ロッテ,西武,ZOZOマリン,8/13,,0,0,0,1,0,214,0,1,9,0,0,0 2/3,,チェン・グァンユウ,3.12,0.2,4,23,1,0,0,1,0,0,
ロッテ,日本ハム,札幌ドーム,8/16,1,0,0,0,1,0,215,1,1,9,6,1,5 1/3,●,スタンリッジ,4.44,5.1,29,116,6,1,2,8,4,4,
ロッテ,日本ハム,札幌ドーム,8/16,,0,0,0,0,0,215,1,1,9,1,0,0 2/3,,チェン・グァンユウ,3.07,0.2,3,12,1,0,0,0,0,0,
ロッテ,日本ハム,札幌ドーム,8/16,,0,0,0,0,0,215,1,1,9,2,0,1    ,,有吉優樹,3.40,1,3,13,0,0,1,0,0,0,
ロッテ,日本ハム,札幌ドーム,8/16,,0,0,0,0,0,215,1,1,9,2,0,1    ,,田中靖洋,0.00,1,3,15,0,0,1,0,0,0,
ロッテ,日本ハム,札幌ドーム,8/17,1,0,0,0,0,0,217,1,1,11,6,5,5    ,,唐川侑己,4.53,5,25,99,7,2,1,2,6,5,
ロッテ,日本ハム,札幌ドーム,8/17,,0,0,0,0,0,217,1,1,11,2,0,1    ,,チェン・グァンユウ,3.00,1,4,25,1,0,2,0,0,0,
ロッテ,日本ハム,札幌ドーム,8/17,,0,0,0,0,0,217,1,1,11,2,0,1    ,,南昌輝,2.08,1,5,16,1,1,1,1,1,1,
ロッテ,日本ハム,札幌ドーム,8/17,,0,0,0,0,0,217,1,1,11,2,0,1    ,H,大谷智久,3.15,1,3,14,0,0,1,0,0,0,
ロッテ,日本ハム,札幌ドーム,8/17,,0,0,0,0,0,217,1,1,11,2,0,1    ,H,内竜也,2.27,1,3,8,0,0,1,0,0,0,
ロッテ,日本ハム,札幌ドーム,8/17,,0,0,0,0,0,217,1,1,11,2,0,1    ,H,有吉優樹,3.32,1,3,19,0,0,1,0,0,0,
ロッテ,日本ハム,札幌ドーム,8/17,,0,0,0,0,0,217,1,1,11,1,0,0 1/3,●,松永昂大,3.04,0.1,3,14,0,0,0,1,1,0,
ロッテ,オリックス,京セラD大阪,8/18,1,1,0,1,0,0,219,1,1,9,9,5,9    ,○,酒居知史,3.21,9,32,123,4,1,2,0,2,2,
ロッテ,オリックス,京セラD大阪,8/19,1,0,0,0,0,0,221,1,0,9,5,2,4 1/3,,涌井秀章,4.22,4.1,24,112,7,1,3,4,3,3,
ロッテ,オリックス,京セラD大阪,8/19,,0,0,0,0,0,221,1,0,9,1,0,0 2/3,,有吉優樹,3.27,0.2,2,12,0,0,2,0,0,0,
ロッテ,オリックス,京セラD大阪,8/19,,0,0,0,0,0,221,1,0,9,1,0,0 2/3,●,チェン・グァンユウ,3.38,0.2,4,19,1,0,0,1,2,2,
ロッテ,オリックス,京セラD大阪,8/19,,0,0,0,0,0,221,1,0,9,1,0,0 1/3,,益田直也,5.09,0.1,3,12,1,0,1,1,0,0,
ロッテ,オリックス,京セラD大阪,8/19,,0,0,0,0,0,221,1,0,9,2,0,1    ,,南昌輝,1.86,1,3,17,0,0,0,0,0,0,
ロッテ,オリックス,京セラD大阪,8/19,,0,0,0,1,0,221,1,0,9,2,0,1    ,,田中靖洋,6.00,1,6,15,2,0,0,1,2,2,
ロッテ,オリックス,京セラD大阪,8/20,1,1,0,0,0,0,223,1,0,9,9,2,8    ,●,二木康太,3.48,8,32,115,5,2,7,3,3,3,
ロッテ,楽天,ZOZOマリン,8/22,1,0,0,0,0,0,226,0,1,9,7,0,7    ,●,石川歩,5.29,7,34,127,14,2,5,0,6,6,
ロッテ,楽天,ZOZOマリン,8/22,,0,0,0,0,0,226,0,1,9,1,0,1    ,,チェン・グァンユウ,3.30,1,4,16,1,0,1,1,0,0,
ロッテ,楽天,ZOZOマリン,8/22,,0,0,0,0,0,226,0,1,9,1,0,1    ,,田中靖洋,4.50,1,3,15,0,0,1,0,0,0,
ロッテ,楽天,ZOZOマリン,8/23,1,0,0,0,0,0,228,0,1,8,6,5,6    ,○,スタンリッジ,4.32,6,27,94,7,1,2,4,2,2,
ロッテ,楽天,ZOZOマリン,8/23,,0,0,0,0,0,228,0,1,8,1,0,1    ,H,松永昂大,2.93,1,4,13,0,0,3,0,0,0,
ロッテ,楽天,ZOZOマリン,8/23,,0,0,0,0,0,228,0,1,8,1,0,1    ,H,大谷智久,3.29,1,6,20,3,0,1,0,1,1,
ロッテ,楽天,ZOZOマリン,8/23,,0,0,0,0,0,228,0,1,8,1,0,1    ,S,内竜也,2.21,1,3,12,0,0,0,0,0,0,
ロッテ,楽天,ZOZOマリン,8/24,1,0,0,0,0,0,230,0,1,8,6,2,6    ,○,関谷亮太,3.38,6,25,102,4,0,6,3,0,0,
ロッテ,楽天,ZOZOマリン,8/24,,0,0,0,0,0,230,0,1,8,1,0,1    ,H,有吉優樹,3.19,1,3,6,0,0,0,0,0,0,
ロッテ,楽天,ZOZOマリン,8/24,,0,0,0,0,0,230,0,1,8,0,0,0 2/3,H,南昌輝,1.74,0.2,3,10,1,0,0,0,0,0,
ロッテ,楽天,ZOZOマリン,8/24,,0,0,0,0,0,230,0,1,8,0,0,0 1/3,H,松永昂大,2.89,0.1,1,3,0,0,0,0,0,0,
ロッテ,楽天,ZOZOマリン,8/24,,0,0,0,0,0,230,0,1,8,1,0,1    ,S,内竜也,2.39,1,4,18,1,1,1,0,1,1,
ロッテ,ソフトバンク,ヤフオクドーム,8/25,1,0,0,0,0,0,231,1,1,9,6,5,5    ,○,酒居知史,3.49,5,22,83,7,2,2,1,3,3,
ロッテ,ソフトバンク,ヤフオクドーム,8/25,,0,0,0,0,0,231,1,1,9,2,0,1    ,H,有吉優樹,3.12,1,3,15,0,0,1,0,0,0,
ロッテ,ソフトバンク,ヤフオクドーム,8/25,,0,0,0,0,0,231,1,1,9,2,0,1    ,H,チェン・グァンユウ,3.22,1,3,14,0,0,2,0,0,0,
ロッテ,ソフトバンク,ヤフオクドーム,8/25,,0,0,0,0,0,231,1,1,9,2,0,1    ,,松永昂大,2.79,1,5,19,1,0,2,0,0,0,
ロッテ,ソフトバンク,ヤフオクドーム,8/25,,0,0,0,0,0,231,1,1,9,2,0,1    ,,田中靖洋,3.60,1,5,15,0,0,0,2,0,0,
ロッテ,ソフトバンク,ヤフオクドーム,8/26,1,0,0,0,0,0,233,1,1,9,6,3,5    ,○,涌井秀章,4.13,5,21,88,4,1,5,2,1,1,
ロッテ,ソフトバンク,ヤフオクドーム,8/26,,0,0,0,0,0,233,1,1,9,1,0,0 1/3,H,チェン・グァンユウ,3.20,0.1,3,11,0,0,0,2,0,0,
ロッテ,ソフトバンク,ヤフオクドーム,8/26,,0,0,0,0,0,233,1,1,9,1,0,0 2/3,H,有吉優樹,3.07,0.2,3,14,0,0,1,1,0,0,
ロッテ,ソフトバンク,ヤフオクドーム,8/26,,0,0,0,0,0,233,1,1,9,2,0,1    ,H,南昌輝,1.59,1,4,21,1,0,1,0,1,0,
ロッテ,ソフトバンク,ヤフオクドーム,8/26,,0,0,0,0,0,233,1,1,9,2,0,1    ,,大谷智久,3.21,1,4,10,0,0,1,1,0,0,
ロッテ,ソフトバンク,ヤフオクドーム,8/26,,0,0,0,0,0,233,1,1,9,2,0,1    ,,内竜也,2.56,1,6,23,3,0,2,0,1,1,
ロッテ,ソフトバンク,ヤフオクドーム,8/27,1,1,0,0,0,0,235,1,0,9,9,0,8    ,●,二木康太,3.47,8,35,134,11,0,6,3,3,3,
ロッテ,オリックス,ZOZOマリン,8/29,1,0,0,0,0,0,238,0,1,8,6,4,6    ,○,唐川侑己,4.45,6,26,99,7,1,3,1,2,2,
ロッテ,オリックス,ZOZOマリン,8/29,,0,0,0,0,0,238,0,1,8,1,0,1    ,H,有吉優樹,3.00,1,3,17,0,0,2,0,0,0,
ロッテ,オリックス,ZOZOマリン,8/29,,0,0,0,0,0,238,0,1,8,1,0,1    ,,大谷智久,3.14,1,5,13,2,0,0,0,0,0,
ロッテ,オリックス,ZOZOマリン,8/29,,0,0,0,0,0,238,0,1,8,1,0,1    ,,松永昂大,2.70,1,3,14,0,0,1,0,0,0,
ロッテ,オリックス,ZOZOマリン,8/30,1,0,0,0,0,0,240,0,1,9,5,2,5    ,,チェン・グァンユウ,3.24,5,21,79,5,0,7,1,2,2,
ロッテ,オリックス,ZOZOマリン,8/30,,0,0,0,0,0,240,0,1,9,1,0,1    ,H,有吉優樹,2.93,1,5,21,1,0,0,1,0,0,
ロッテ,オリックス,ZOZOマリン,8/30,,0,0,0,0,0,240,0,1,9,1,0,1    ,●,南昌輝,5.11,1,9,39,5,1,2,1,5,5,
ロッテ,オリックス,ZOZOマリン,8/30,,0,0,0,0,0,240,0,1,9,1,0,1    ,,宮﨑敦次,3.60,1,3,10,0,0,0,0,0,0,
ロッテ,オリックス,ZOZOマリン,8/30,,0,0,0,0,0,240,0,1,9,1,0,1    ,,田中靖洋,3.00,1,3,7,0,0,0,0,0,0,
ロッテ,オリックス,ZOZOマリン,8/31,1,0,0,0,0,0,242,0,1,9,5,2,5    ,●,関谷亮太,5.14,5,30,119,11,0,8,4,6,6,
ロッテ,オリックス,ZOZOマリン,8/31,,0,0,0,0,0,242,0,1,9,2,0,2    ,,宮﨑敦次,9.00,2,17,60,7,0,1,3,7,5,
ロッテ,オリックス,ZOZOマリン,8/31,,0,0,0,0,0,242,0,1,9,2,0,2    ,,田中靖洋,3.38,2,9,26,3,0,1,0,1,1,
ロッテ,日本ハム,ZOZOマリン,9/1,1,0,0,0,0,0,244,0,1,8,7,4,7    ,○,酒居知史,3.35,7,34,124,10,0,8,3,3,2,
ロッテ,日本ハム,ZOZOマリン,9/1,,0,0,0,0,0,244,0,1,8,0,0,0 1/3,H,松永昂大,2.67,0.1,3,11,1,0,0,1,0,0,
ロッテ,日本ハム,ZOZOマリン,9/1,,0,0,0,0,0,244,0,1,8,0,0,0 2/3,H,大谷智久,3.09,0.2,2,8,0,0,1,0,0,0,
ロッテ,日本ハム,ZOZOマリン,9/1,,0,0,0,0,0,244,0,1,8,1,0,1    ,S,内竜也,2.50,1,6,29,1,0,0,2,0,0,
ロッテ,日本ハム,ZOZOマリン,9/2,1,1,1,0,1,0,246,0,1,8,8,3,9    ,○,涌井秀章,3.88,9,32,120,5,0,6,1,0,0,
ロッテ,日本ハム,ZOZOマリン,9/3,1,0,0,0,0,0,248,0,1,9,7,2,7    ,●,二木康太,3.65,7,28,124,7,1,9,1,5,5,
ロッテ,日本ハム,ZOZOマリン,9/3,,0,0,0,0,0,248,0,1,9,1,0,1    ,,有吉優樹,2.87,1,4,13,1,0,1,0,0,0,
ロッテ,日本ハム,ZOZOマリン,9/3,,0,0,0,0,0,248,0,1,9,1,0,1    ,,南昌輝,4.73,1,4,15,1,0,1,0,0,0,
