自TM,相手TM,球場,日付,先,完投,完封,無四球,暴投,ボーク,基準,HA,ナ,回,攻撃,援護,分数,勝敗,名前,防御率,回数,打者,投球,安打,被本,三振,四死,失点,自責,T責除
日本ハム,オリックス,京セラD大阪,5/7,,0,0,0,0,0,67,1,0,12,2,0,1    ,H,マーティン,0.00,1,4,5,1,0,0,0,0,0,
日本ハム,オリックス,京セラD大阪,5/7,,0,0,0,0,0,67,1,0,12,2,0,1    ,H,増井浩俊,2.08,1,3,14,0,0,2,0,0,0,
日本ハム,オリックス,京セラD大阪,5/7,,0,0,0,0,0,67,1,0,12,3,0,2    ,H,谷元圭介,3.97,2,7,28,1,0,1,0,0,0,
日本ハム,オリックス,京セラD大阪,5/7,,0,0,0,0,0,67,1,0,12,1,0,0 1/3,●,榎下陽大,2.89,0.1,5,19,3,0,0,1,1,1,
日本ハム,西武,札幌ドーム,5/9,1,0,0,0,0,0,70,0,1,9,5,2,5    ,●,高梨裕稔,3.57,5,26,104,9,1,8,2,5,5,
日本ハム,西武,札幌ドーム,5/9,,0,0,0,0,0,70,0,1,9,1,0,1    ,,石井裕也,4.15,1,5,10,1,0,0,0,0,0,
日本ハム,西武,札幌ドーム,5/9,,0,0,0,0,0,70,0,1,9,1,0,1    ,,石川直也,3.07,1,7,30,4,0,1,0,2,2,
日本ハム,西武,札幌ドーム,5/9,,0,0,0,0,0,70,0,1,9,2,0,2    ,,榎下陽大,2.38,2,10,30,2,0,2,2,0,0,
日本ハム,西武,札幌ドーム,5/10,1,0,0,0,0,0,72,0,1,8,6,2,6 1/3,○,加藤貴之,1.93,6.1,26,96,6,0,7,1,1,1,
日本ハム,西武,札幌ドーム,5/10,,0,0,0,0,0,72,0,1,8,0,0,0 1/3,H,谷元圭介,3.86,0.1,1,2,0,0,0,0,0,0,
日本ハム,西武,札幌ドーム,5/10,,0,0,0,0,0,72,0,1,8,0,0,0 1/3,H,宮西尚生,6.75,0.1,1,4,0,0,1,0,0,0,
日本ハム,西武,札幌ドーム,5/10,,0,0,0,0,0,72,0,1,8,1,0,1    ,H,マーティン,0.00,1,3,11,0,0,0,0,0,0,
日本ハム,西武,札幌ドーム,5/10,,0,0,0,0,0,72,0,1,8,1,0,1    ,S,増井浩俊,1.93,1,3,10,1,0,1,0,0,0,
日本ハム,ロッテ,東京ドーム,5/12,1,0,0,0,1,0,74,0,1,8,7,15,7    ,○,浦野博司,0.75,7,25,98,4,0,3,1,1,1,
日本ハム,ロッテ,東京ドーム,5/12,,0,0,0,0,0,74,0,1,8,1,0,1    ,,エスコバー,1.69,1,3,21,0,0,1,0,0,0,
日本ハム,ロッテ,東京ドーム,5/12,,0,0,0,0,0,74,0,1,8,1,0,1    ,,石川直也,2.87,1,5,20,1,0,2,1,0,0,
日本ハム,ロッテ,東京ドーム,5/13,1,0,0,0,0,0,76,0,0,8,6,9,6    ,○,有原航平,6.04,6,26,86,5,2,4,3,5,5,
日本ハム,ロッテ,東京ドーム,5/13,,0,0,0,0,0,76,0,0,8,1,0,1    ,,谷元圭介,3.55,1,5,29,1,0,0,2,0,0,
日本ハム,ロッテ,東京ドーム,5/13,,0,0,0,0,0,76,0,0,8,0,0,0 1/3,,鍵谷陽平,3.38,0.1,2,7,1,1,0,0,1,1,
日本ハム,ロッテ,東京ドーム,5/13,,0,0,0,0,0,76,0,0,8,0,0,0 2/3,,マーティン,0.00,0.2,2,8,0,0,1,0,0,0,
日本ハム,ロッテ,東京ドーム,5/13,,0,0,0,0,0,76,0,0,8,1,0,1    ,,宮西尚生,6.00,1,5,19,1,0,1,1,0,0,
日本ハム,ロッテ,東京ドーム,5/14,1,0,0,0,0,0,78,0,0,8,4,2,4 2/3,,メンドーサ,3.72,4.2,19,67,3,1,3,2,2,2,
日本ハム,ロッテ,東京ドーム,5/14,,0,0,0,0,0,78,0,0,8,0,0,0 1/3,○,エスコバー,1.59,0.1,2,3,0,0,0,1,0,0,
日本ハム,ロッテ,東京ドーム,5/14,,0,0,0,0,0,78,0,0,8,1,0,1    ,H,谷元圭介,3.29,1,4,21,1,0,1,0,0,0,
日本ハム,ロッテ,東京ドーム,5/14,,0,0,0,0,0,78,0,0,8,1,0,1    ,H,宮西尚生,5.40,1,3,14,0,0,2,0,0,0,
日本ハム,ロッテ,東京ドーム,5/14,,0,0,0,0,0,78,0,0,8,1,0,1    ,H,マーティン,0.00,1,4,10,1,0,1,0,0,0,
日本ハム,ロッテ,東京ドーム,5/14,,0,0,0,1,0,78,0,0,8,1,0,1    ,S,増井浩俊,1.80,1,5,27,1,0,3,1,0,0,
日本ハム,楽天,秋田,5/16,1,0,0,0,0,0,79,1,1,9,4,1,3 1/3,●,高梨裕稔,4.19,3.1,19,69,8,1,3,1,4,4,
日本ハム,楽天,秋田,5/16,,0,0,0,0,0,79,1,1,9,3,0,2 2/3,,エスコバー,1.08,2.2,10,38,2,0,2,1,0,0,
日本ハム,楽天,秋田,5/16,,0,0,0,0,0,79,1,1,9,1,0,0 1/3,,鍵谷陽平,3.31,0.1,2,10,0,0,0,1,1,0,
日本ハム,楽天,秋田,5/16,,0,0,0,0,0,79,1,1,9,1,0,0 2/3,,石井裕也,3.60,0.2,4,13,1,0,1,0,1,0,
日本ハム,楽天,秋田,5/16,,0,0,0,0,0,79,1,1,9,2,0,1    ,,石川直也,2.70,1,5,15,1,0,1,1,0,0,
日本ハム,楽天,盛岡,5/17,1,0,0,0,0,0,81,1,1,9,2,5,1 2/3,●,加藤貴之,3.23,1.2,14,44,8,0,1,1,6,6,
日本ハム,楽天,盛岡,5/17,,0,0,0,0,0,81,1,1,9,3,0,2 1/3,,石川直也,2.37,2.1,9,32,1,0,3,1,0,0,
日本ハム,楽天,盛岡,5/17,,0,0,0,0,0,81,1,1,9,3,0,2    ,,鍵谷陽平,2.95,2,10,31,2,0,1,2,0,0,
日本ハム,楽天,盛岡,5/17,,0,0,0,0,0,81,1,1,9,2,0,1    ,,石井裕也,9.00,1,7,32,4,1,1,0,4,4,
日本ハム,楽天,盛岡,5/17,,0,0,0,0,0,81,1,1,9,2,0,1    ,,エスコバー,2.89,1,11,42,5,0,0,2,5,2,
日本ハム,オリックス,札幌ドーム,5/19,1,0,0,0,0,0,84,0,1,8,5,6,5    ,○,浦野博司,0.53,5,21,78,7,0,2,1,0,0,
日本ハム,オリックス,札幌ドーム,5/19,,0,0,0,0,0,84,0,1,8,0,0,0 1/3,,石川直也,2.79,0.1,5,24,3,0,0,1,1,1,
日本ハム,オリックス,札幌ドーム,5/19,,0,0,0,0,0,84,0,1,8,0,0,0 2/3,H,谷元圭介,3.14,0.2,2,10,0,0,0,0,0,0,
日本ハム,オリックス,札幌ドーム,5/19,,0,0,0,2,0,84,0,1,8,1,0,1    ,,宮西尚生,5.73,1,4,19,1,0,0,0,1,1,
日本ハム,オリックス,札幌ドーム,5/19,,0,0,0,0,0,84,0,1,8,0,0,0 1/3,,鍵谷陽平,2.89,0.1,3,14,1,0,0,1,0,0,
日本ハム,オリックス,札幌ドーム,5/19,,0,0,0,0,0,84,0,1,8,0,0,0 2/3,H,マーティン,0.00,0.2,2,9,0,0,1,0,0,0,
日本ハム,オリックス,札幌ドーム,5/19,,0,0,0,0,0,84,0,1,8,1,0,1    ,,高梨裕稔,4.08,1,3,10,0,0,0,0,0,0,
日本ハム,オリックス,札幌ドーム,5/20,1,0,0,0,1,0,86,0,0,8,6,5,6 1/3,○,有原航平,5.82,6.1,30,104,9,1,2,3,3,3,
日本ハム,オリックス,札幌ドーム,5/20,,0,0,0,0,0,86,0,0,8,0,0,0 2/3,H,宮西尚生,5.40,0.2,2,9,0,0,0,0,0,0,
日本ハム,オリックス,札幌ドーム,5/20,,0,0,0,0,0,86,0,0,8,1,0,1    ,,谷元圭介,2.93,1,4,17,1,0,1,0,0,0,
日本ハム,オリックス,札幌ドーム,5/20,,0,0,0,1,0,86,0,0,8,1,0,1    ,,増井浩俊,1.69,1,5,21,0,0,2,1,0,0,
日本ハム,オリックス,札幌ドーム,5/21,1,0,0,0,0,0,88,0,0,8,7,4,7    ,○,メンドーサ,3.32,7,29,103,6,0,3,2,1,1,
日本ハム,オリックス,札幌ドーム,5/21,,0,0,0,0,0,88,0,0,8,1,0,1    ,H,マーティン,0.00,1,3,13,0,0,1,0,0,0,
日本ハム,オリックス,札幌ドーム,5/21,,0,0,0,0,0,88,0,0,8,1,0,1    ,S,増井浩俊,1.59,1,4,15,0,0,1,0,0,0,
日本ハム,西武,前橋,5/23,1,0,0,0,0,0,89,1,1,9,8,0,7    ,●,加藤貴之,3.13,7,28,114,6,1,7,1,2,2,
日本ハム,西武,前橋,5/23,,0,0,0,0,0,89,1,1,9,2,0,1    ,,高梨裕稔,3.98,1,4,15,0,0,1,1,0,0,
日本ハム,西武,県営大宮,5/25,1,0,0,0,0,0,91,1,1,9,6,5,5    ,,中村勝,3.60,5,24,97,4,0,3,6,2,2,
日本ハム,西武,県営大宮,5/25,,0,0,0,0,1,91,1,1,9,1,0,0 1/3,●,谷元圭介,4.60,0.1,6,24,2,1,0,2,4,3,
日本ハム,西武,県営大宮,5/25,,0,0,0,0,0,91,1,1,9,1,0,0 2/3,,石川直也,2.70,0.2,2,6,0,0,0,0,0,0,
日本ハム,西武,県営大宮,5/25,,0,0,0,0,0,91,1,1,9,2,0,1    ,,エスコバー,4.35,1,7,20,2,0,1,2,2,2,
日本ハム,西武,県営大宮,5/25,,0,0,0,0,0,91,1,1,9,2,0,1    ,,鍵谷陽平,2.75,1,3,11,0,0,1,0,0,0,
日本ハム,ソフトバンク,札幌ドーム,5/26,1,0,0,0,0,0,94,0,1,8,3,6,3    ,,浦野博司,2.25,3,17,69,7,1,0,1,4,4,
日本ハム,ソフトバンク,札幌ドーム,5/26,,0,0,0,0,0,94,0,1,8,2,0,2 1/3,○,高梨裕稔,3.77,2.1,8,29,1,0,0,0,0,0,
日本ハム,ソフトバンク,札幌ドーム,5/26,,0,0,0,0,0,94,0,1,8,1,0,1    ,H,宮西尚生,4.97,1,3,9,0,0,1,0,0,0,
日本ハム,ソフトバンク,札幌ドーム,5/26,,0,0,0,0,0,94,0,1,8,0,0,0 2/3,H,谷元圭介,4.41,0.2,2,7,0,0,0,0,0,0,
日本ハム,ソフトバンク,札幌ドーム,5/26,,0,0,0,0,0,94,0,1,8,1,0,1    ,H,マーティン,0.00,1,5,21,0,0,1,2,0,0,
日本ハム,ソフトバンク,札幌ドーム,5/26,,0,0,0,0,0,94,0,1,8,1,0,1    ,S,増井浩俊,2.00,1,5,19,2,0,1,0,1,1,
日本ハム,ソフトバンク,札幌ドーム,5/27,1,0,0,0,0,0,96,0,0,9,3,2,3    ,●,有原航平,6.83,3,17,60,8,2,0,1,8,8,
日本ハム,ソフトバンク,札幌ドーム,5/27,,0,0,0,0,0,96,0,0,9,2,0,2 2/3,,エスコバー,5.54,2.2,13,55,3,1,4,2,3,3,
日本ハム,ソフトバンク,札幌ドーム,5/27,,0,0,0,0,0,96,0,0,9,1,0,1 1/3,,石川直也,3.38,1.1,9,31,3,0,0,2,2,2,
日本ハム,ソフトバンク,札幌ドーム,5/27,,0,0,0,0,0,96,0,0,9,2,0,2    ,,鍵谷陽平,2.49,2,7,19,1,0,1,0,0,0,
日本ハム,ソフトバンク,札幌ドーム,5/28,1,0,0,0,0,0,98,0,0,9,6,0,6 1/3,●,メンドーサ,3.81,6.1,26,90,8,1,1,2,5,5,
日本ハム,ソフトバンク,札幌ドーム,5/28,,0,0,0,0,0,98,0,0,9,0,0,0 2/3,,高梨裕稔,3.71,0.2,3,9,0,0,0,1,0,0,
日本ハム,ソフトバンク,札幌ドーム,5/28,,0,0,0,0,0,98,0,0,9,1,0,1    ,,公文克彦,8.53,1,4,13,2,0,0,0,0,0,
日本ハム,ソフトバンク,札幌ドーム,5/28,,0,0,0,0,0,98,0,0,9,1,0,1    ,,玉井大翔,0.00,1,5,23,1,0,0,0,1,0,
日本ハム,ＤｅＮＡ,札幌ドーム,5/30,1,0,0,0,0,0,100,0,1,9,6,0,6    ,●,加藤貴之,3.29,6,27,113,5,0,4,4,3,3,
日本ハム,ＤｅＮＡ,札幌ドーム,5/30,,0,0,0,0,0,100,0,1,9,1,0,1    ,,鍵谷陽平,2.38,1,3,14,0,0,2,0,0,0,
日本ハム,ＤｅＮＡ,札幌ドーム,5/30,,0,0,0,0,0,100,0,1,9,1,0,1    ,,公文克彦,7.36,1,5,12,1,0,2,0,0,0,
日本ハム,ＤｅＮＡ,札幌ドーム,5/30,,0,0,0,0,0,100,0,1,9,1,0,1    ,,エスコバー,5.14,1,3,10,0,0,1,0,0,0,
日本ハム,ＤｅＮＡ,札幌ドーム,5/31,1,0,0,0,0,0,102,0,1,8,5,3,5    ,○,斎藤佑樹,3.60,5,19,81,5,0,2,1,1,1,
日本ハム,ＤｅＮＡ,札幌ドーム,5/31,,0,0,0,0,0,102,0,1,8,1,0,1    ,H,谷元圭介,4.15,1,4,16,0,0,0,1,0,0,
日本ハム,ＤｅＮＡ,札幌ドーム,5/31,,0,0,0,0,0,102,0,1,8,1,0,1    ,H,宮西尚生,4.61,1,3,12,0,0,1,0,0,0,
日本ハム,ＤｅＮＡ,札幌ドーム,5/31,,0,0,0,0,0,102,0,1,8,2,0,2    ,,玉井大翔,0.00,2,8,26,1,0,1,0,0,0,
日本ハム,ＤｅＮＡ,札幌ドーム,6/1,1,0,0,0,0,0,104,0,1,8,5,5,5    ,○,中村勝,4.50,5,24,94,5,2,1,4,3,3,
日本ハム,ＤｅＮＡ,札幌ドーム,6/1,,0,0,0,0,0,104,0,1,8,1,0,1    ,H,谷元圭介,3.93,1,3,7,0,0,1,0,0,0,
日本ハム,ＤｅＮＡ,札幌ドーム,6/1,,0,0,0,0,0,104,0,1,8,1,0,1    ,H,宮西尚生,4.30,1,4,22,0,0,1,1,0,0,
日本ハム,ＤｅＮＡ,札幌ドーム,6/1,,0,0,0,0,0,104,0,1,8,1,0,1    ,H,マーティン,0.00,1,4,9,1,0,0,0,0,0,
日本ハム,ＤｅＮＡ,札幌ドーム,6/1,,0,0,0,0,0,104,0,1,8,1,0,1    ,S,増井浩俊,1.89,1,3,12,1,0,1,0,0,0,
日本ハム,阪神,甲子園,6/2,1,0,0,0,0,0,105,1,1,9,6,0,5 1/3,,高梨裕稔,3.67,5.1,25,92,8,1,7,1,2,2,
日本ハム,阪神,甲子園,6/2,,0,0,0,0,0,105,1,1,9,1,0,0 2/3,,鍵谷陽平,2.31,0.2,1,5,0,0,1,0,0,0,
日本ハム,阪神,甲子園,6/2,,0,0,0,0,0,105,1,1,9,2,0,1    ,,公文克彦,6.48,1,5,20,1,0,2,1,0,0,
日本ハム,阪神,甲子園,6/2,,0,0,0,0,0,105,1,1,9,2,0,1    ,○,玉井大翔,0.00,1,4,24,1,0,0,0,0,0,
日本ハム,阪神,甲子園,6/2,,0,0,0,0,0,105,1,1,9,2,0,1    ,S,増井浩俊,1.80,1,5,18,1,0,3,0,0,0,
日本ハム,阪神,甲子園,6/3,1,0,0,0,1,0,107,1,1,9,6,2,5    ,●,メンドーサ,3.95,5,23,79,5,1,2,3,3,3,
日本ハム,阪神,甲子園,6/3,,0,0,0,0,0,107,1,1,9,2,0,1    ,,鍵谷陽平,2.22,1,3,7,0,0,0,0,0,0,
日本ハム,阪神,甲子園,6/3,,0,0,0,0,0,107,1,1,9,2,0,1    ,,宮西尚生,4.02,1,4,10,1,0,0,0,0,0,
日本ハム,阪神,甲子園,6/3,,0,0,0,0,0,107,1,1,9,2,0,1    ,,マーティン,0.96,1,6,26,2,0,0,1,1,1,
日本ハム,阪神,甲子園,6/4,1,0,0,0,0,0,109,1,0,11,5,0,4    ,,村田透,3.10,4,18,67,3,0,2,3,1,1,
日本ハム,阪神,甲子園,6/4,,0,0,0,0,0,109,1,0,11,2,0,1    ,,公文克彦,5.79,1,3,10,0,0,0,0,0,0,
日本ハム,阪神,甲子園,6/4,,0,0,0,0,0,109,1,0,11,2,0,1    ,H,谷元圭介,3.72,1,3,17,0,0,3,0,0,0,
日本ハム,阪神,甲子園,6/4,,0,0,0,0,0,109,1,0,11,2,0,1    ,H,宮西尚生,3.78,1,3,16,0,0,0,0,0,0,
日本ハム,阪神,甲子園,6/4,,0,0,0,0,0,109,1,0,11,2,0,1    ,H,マーティン,0.87,1,3,13,0,0,1,0,0,0,
日本ハム,阪神,甲子園,6/4,,0,0,0,0,0,109,1,0,11,2,0,1    ,,増井浩俊,2.57,1,7,31,1,0,1,3,2,2,
日本ハム,阪神,甲子園,6/4,,0,0,0,0,0,109,1,0,11,2,0,1    ,H,鍵谷陽平,2.13,1,3,11,0,0,2,0,0,0,
日本ハム,阪神,甲子園,6/4,,0,0,0,0,0,109,1,0,11,1,0,0 1/3,●,エスコバー,5.02,0.1,5,23,1,0,0,1,1,0,
日本ハム,広島,札幌ドーム,6/6,1,0,0,0,0,0,112,0,1,9,6,3,6    ,,加藤貴之,3.10,6,26,93,6,1,2,2,1,1,
日本ハム,広島,札幌ドーム,6/6,,0,0,0,0,0,112,0,1,9,0,0,0 1/3,●,宮西尚生,3.71,0.1,4,20,1,0,0,1,3,0,
日本ハム,広島,札幌ドーム,6/6,,0,0,0,0,0,112,0,1,9,0,0,0 2/3,,谷元圭介,3.60,0.2,3,6,1,0,0,0,0,0,
日本ハム,広島,札幌ドーム,6/6,,0,0,0,0,0,112,0,1,9,1,0,1    ,,鍵谷陽平,2.05,1,3,14,0,0,2,0,0,0,
日本ハム,広島,札幌ドーム,6/6,,0,0,0,0,0,112,0,1,9,1,0,1    ,,公文克彦,5.23,1,4,19,0,0,1,0,0,0,
日本ハム,広島,札幌ドーム,6/7,1,0,0,0,0,0,114,0,1,9,3,2,3    ,●,斎藤佑樹,6.23,3,17,63,8,1,1,1,5,5,
日本ハム,広島,札幌ドーム,6/7,,0,0,0,0,0,114,0,1,9,4,0,4    ,,エスコバー,5.40,4,18,79,6,1,2,0,3,3,
日本ハム,広島,札幌ドーム,6/7,,0,0,0,0,0,114,0,1,9,2,0,2    ,,玉井大翔,0.00,2,7,20,1,0,0,1,0,0,
日本ハム,広島,札幌ドーム,6/8,1,0,0,0,0,0,116,0,1,9,6,1,6 1/3,●,浦野博司,3.08,6.1,28,90,8,1,4,1,4,4,
日本ハム,広島,札幌ドーム,6/8,,0,0,0,0,0,116,0,1,9,0,0,0 2/3,,公文克彦,4.91,0.2,2,12,0,0,0,0,0,0,
日本ハム,広島,札幌ドーム,6/8,,0,0,0,0,0,116,0,1,9,1,0,1    ,,鍵谷陽平,1.98,1,3,8,0,0,1,0,0,0,
日本ハム,広島,札幌ドーム,6/8,,0,0,0,0,0,116,0,1,9,1,0,1    ,,谷元圭介,3.43,1,5,23,1,0,1,1,1,0,
日本ハム,巨人,札幌ドーム,6/9,1,0,0,0,0,0,118,0,1,9,7,1,7 1/3,●,高梨裕稔,3.51,7.1,30,105,8,0,9,0,2,2,
日本ハム,巨人,札幌ドーム,6/9,,0,0,0,0,0,118,0,1,9,0,0,0 2/3,,公文克彦,4.63,0.2,2,5,0,0,0,0,0,0,
日本ハム,巨人,札幌ドーム,6/9,,0,0,0,0,0,118,0,1,9,1,0,1    ,,増井浩俊,2.45,1,3,9,0,0,0,0,0,0,
日本ハム,巨人,札幌ドーム,6/10,1,0,0,0,0,0,120,0,1,8,6,1,6    ,,メンドーサ,3.56,6,21,80,2,0,2,3,0,0,
日本ハム,巨人,札幌ドーム,6/10,,0,0,0,0,0,120,0,1,8,0,0,0    ,,宮西尚生,4.24,0,1,5,1,0,0,0,1,1,
日本ハム,巨人,札幌ドーム,6/10,,0,0,0,0,0,120,0,1,8,1,0,1    ,,谷元圭介,3.27,1,5,17,1,0,0,1,1,0,
日本ハム,巨人,札幌ドーム,6/10,,0,0,0,0,0,120,0,1,8,1,0,1    ,○,鍵谷陽平,1.91,1,3,19,0,0,2,0,0,0,
日本ハム,巨人,札幌ドーム,6/10,,0,0,0,0,0,120,0,1,8,1,0,1    ,S,増井浩俊,2.35,1,3,8,0,0,1,0,0,0,
日本ハム,巨人,札幌ドーム,6/11,1,0,0,0,0,0,122,0,0,8,5,4,5    ,○,村田透,2.84,5,20,69,6,0,2,1,1,1,
日本ハム,巨人,札幌ドーム,6/11,,0,0,0,0,0,122,0,0,8,1,0,1    ,H,谷元圭介,3.13,1,3,6,0,0,0,0,0,0,
日本ハム,巨人,札幌ドーム,6/11,,0,0,0,0,0,122,0,0,8,1,0,1    ,H,鍵谷陽平,1.84,1,3,10,0,0,0,0,0,0,
日本ハム,巨人,札幌ドーム,6/11,,0,0,0,0,0,122,0,0,8,1,0,1    ,,マーティン,0.79,1,3,12,0,0,1,0,0,0,
日本ハム,巨人,札幌ドーム,6/11,,0,0,0,0,0,122,0,0,8,0,0,0 2/3,,玉井大翔,0.00,0.2,4,14,1,0,0,0,0,0,
日本ハム,巨人,札幌ドーム,6/11,,0,0,0,0,0,122,0,0,8,0,0,0 1/3,S,増井浩俊,2.31,0.1,1,1,0,0,0,0,0,0,
日本ハム,中日,ナゴヤドーム,6/13,1,0,0,0,0,0,123,1,1,9,6,5,5    ,,加藤貴之,3.43,5,20,87,5,1,5,0,4,4,
日本ハム,中日,ナゴヤドーム,6/13,,0,0,0,0,0,123,1,1,9,2,0,1    ,,鍵谷陽平,2.08,1,4,12,1,1,2,0,1,1,
日本ハム,中日,ナゴヤドーム,6/13,,0,0,0,0,0,123,1,1,9,2,0,1    ,H,谷元圭介,3.00,1,5,21,0,0,0,2,0,0,
日本ハム,中日,ナゴヤドーム,6/13,,0,0,0,0,0,123,1,1,9,2,0,1    ,●,マーティン,2.19,1,6,12,3,0,1,0,2,2,
日本ハム,中日,ナゴヤドーム,6/14,1,0,0,0,0,0,125,1,1,12,6,4,5    ,,斎藤佑樹,6.50,5,20,75,4,0,3,1,4,4,
日本ハム,中日,ナゴヤドーム,6/14,,0,0,0,0,0,125,1,1,12,2,0,1    ,H,玉井大翔,0.00,1,3,12,0,0,0,1,0,0,
日本ハム,中日,ナゴヤドーム,6/14,,0,0,0,0,0,125,1,1,12,2,0,1    ,H,鍵谷陽平,2.01,1,4,17,0,0,2,1,0,0,
日本ハム,中日,ナゴヤドーム,6/14,,0,0,0,0,0,125,1,1,12,2,0,1    ,H,マーティン,2.03,1,3,11,0,0,2,0,0,0,
日本ハム,中日,ナゴヤドーム,6/14,,0,0,0,0,0,125,1,1,12,2,0,1    ,,増井浩俊,2.59,1,4,8,1,1,0,0,1,1,
日本ハム,中日,ナゴヤドーム,6/14,,0,0,0,0,0,125,1,1,12,2,0,1    ,H,宮西尚生,4.00,1,3,17,1,0,1,0,0,0,
日本ハム,中日,ナゴヤドーム,6/14,,0,0,0,0,0,125,1,1,12,2,0,1    ,○,公文克彦,4.26,1,3,13,0,0,2,0,0,0,
日本ハム,中日,ナゴヤドーム,6/14,,0,0,0,0,0,125,1,1,12,2,0,1    ,S,谷元圭介,2.88,1,3,13,0,0,1,0,0,0,
日本ハム,中日,ナゴヤドーム,6/15,1,0,0,0,0,0,127,1,1,9,6,3,5 2/3,,上沢直之,6.46,5.2,24,100,5,0,3,2,3,3,
日本ハム,中日,ナゴヤドーム,6/15,,0,0,0,0,0,127,1,1,9,1,0,0 1/3,,公文克彦,4.15,0.1,2,11,1,0,0,0,0,0,
日本ハム,中日,ナゴヤドーム,6/15,,0,0,0,0,0,127,1,1,9,2,0,1    ,○,宮西尚生,3.79,1,3,8,2,0,0,0,0,0,
日本ハム,中日,ナゴヤドーム,6/15,,0,0,0,0,0,127,1,1,9,1,0,0 1/3,H,マーティン,1.98,0.1,1,9,0,0,0,0,0,0,
日本ハム,中日,ナゴヤドーム,6/15,,0,0,0,0,0,127,1,1,9,1,0,0 2/3,H,谷元圭介,3.16,0.2,3,6,1,1,1,0,1,1,
日本ハム,中日,ナゴヤドーム,6/15,,0,0,0,0,0,127,1,1,9,2,0,1    ,S,増井浩俊,2.49,1,3,19,0,0,3,0,0,0,
日本ハム,ヤクルト,神宮,6/16,1,0,0,0,0,0,129,1,1,9,8,5,7    ,,高梨裕稔,3.27,7,25,93,3,2,5,0,3,1,
日本ハム,ヤクルト,神宮,6/16,,0,0,0,0,0,129,1,1,9,1,0,0 2/3,●,鍵谷陽平,3.09,0.2,6,19,3,0,0,1,4,4,
日本ハム,ヤクルト,神宮,6/16,,0,0,0,0,0,129,1,1,9,1,0,0 1/3,,公文克彦,4.73,0.1,2,13,1,1,0,0,1,1,
日本ハム,ヤクルト,神宮,6/17,1,0,0,0,0,0,131,1,0,9,6,0,5    ,●,メンドーサ,3.84,5,22,74,6,2,1,1,4,4,
日本ハム,ヤクルト,神宮,6/17,,0,0,0,0,0,131,1,0,9,2,0,1    ,,エスコバー,5.59,1,7,22,3,0,1,1,1,1,
日本ハム,ヤクルト,神宮,6/17,,0,0,0,0,0,131,1,0,9,3,0,2    ,,白村明弘,0.00,2,6,22,0,0,0,0,0,0,
日本ハム,ヤクルト,神宮,6/18,1,0,0,0,0,0,133,1,0,9,9,6,8    ,○,有原航平,5.95,8,30,116,3,0,5,2,3,0,
日本ハム,ヤクルト,神宮,6/18,,0,0,0,0,0,133,1,0,9,2,0,1    ,,増井浩俊,2.39,1,5,22,2,0,1,0,0,0,
日本ハム,楽天,札幌ドーム,6/23,1,0,0,0,1,0,136,0,1,8,4,2,4 2/3,,メンドーサ,3.97,4.2,23,99,6,1,2,3,3,3,
日本ハム,楽天,札幌ドーム,6/23,,0,0,0,0,0,136,0,1,8,0,0,0 1/3,○,公文克彦,4.61,0.1,1,4,0,0,0,0,0,0,
日本ハム,楽天,札幌ドーム,6/23,,0,0,0,0,0,136,0,1,8,1,0,1    ,H,谷元圭介,3.04,1,4,16,1,0,1,0,0,0,
日本ハム,楽天,札幌ドーム,6/23,,0,0,0,0,0,136,0,1,8,0,0,0 1/3,H,宮西尚生,3.72,0.1,1,3,0,0,1,0,0,0,
日本ハム,楽天,札幌ドーム,6/23,,0,0,0,0,0,136,0,1,8,0,0,0 2/3,H,鍵谷陽平,3.03,0.2,2,9,0,0,1,0,0,0,
日本ハム,楽天,札幌ドーム,6/23,,0,0,0,0,0,136,0,1,8,1,0,1    ,,マーティン,1.84,1,3,13,0,0,2,0,0,0,
日本ハム,楽天,札幌ドーム,6/23,,0,0,0,0,0,136,0,1,8,1,0,1    ,,増井浩俊,2.30,1,3,12,0,0,0,0,0,0,
日本ハム,楽天,札幌ドーム,6/24,1,0,0,0,0,0,138,0,0,11,7,1,7 1/3,,有原航平,5.45,7.1,28,99,5,1,2,1,1,1,
日本ハム,楽天,札幌ドーム,6/24,,0,0,0,0,0,138,0,0,11,0,0,0 1/3,H,宮西尚生,3.66,0.1,1,2,0,0,0,0,0,0,
日本ハム,楽天,札幌ドーム,6/24,,0,0,0,0,0,138,0,0,11,0,0,0 1/3,H,マーティン,1.80,0.1,3,12,2,0,0,0,0,0,
日本ハム,楽天,札幌ドーム,6/24,,0,0,0,0,0,138,0,0,11,1,0,1    ,H,増井浩俊,2.22,1,3,12,0,0,1,0,0,0,
日本ハム,楽天,札幌ドーム,6/24,,0,0,0,0,0,138,0,0,11,1,0,1    ,H,谷元圭介,2.93,1,3,9,0,0,1,0,0,0,
日本ハム,楽天,札幌ドーム,6/24,,0,0,0,0,0,138,0,0,11,1,0,1    ,●,玉井大翔,1.04,1,4,17,1,1,0,0,1,1,
日本ハム,楽天,札幌ドーム,6/25,1,0,0,0,1,0,140,0,0,9,4,0,4    ,●,浦野博司,3.26,4,19,77,5,0,1,2,4,2,
日本ハム,楽天,札幌ドーム,6/25,,0,0,0,0,0,140,0,0,9,1,0,1    ,,公文克彦,4.30,1,5,12,2,0,2,0,0,0,
